"date" "Q" "BF"
19760101 0.054 NA
19760102 0.162 NA
19760103 0.22 NA
19760104 0.136 NA
19760105 0.18 NA
19760106 0.253 NA
19760107 0.138 NA
19760108 0.096 NA
19760109 0.077 NA
19760110 0.172 NA
19760111 0.241 NA
19760112 0.153 NA
19760113 0.175 NA
19760114 0.155 NA
19760115 0.132 NA
19760116 0.214 NA
19760117 0.13 NA
19760118 0.094 NA
19760119 0.078 0.078
19760120 0.2 0.075
19760121 0.181 0.071
19760122 0.172 0.068
19760123 0.214 0.065
19760124 0.208 0.061
19760125 0.149 0.058
19760126 0.108 0.054
19760127 0.094 0.051
19760128 0.07 0.048
19760129 0.052 0.044
19760130 0.043 0.041
19760131 0.037 0.037
19760201 0.034 0.034
19760202 0.031 0.031
19760203 0.036 0.031
19760204 0.039 0.031
19760205 0.041 0.032
19760206 0.042 0.032
19760207 0.032 0.032
19760208 0.039 0.031
19760209 0.124 0.031
19760210 0.23 0.03
19760211 0.189 0.03
19760212 0.177 0.029
19760213 0.395 0.029
19760214 0.164 0.028
19760215 0.094 0.028
19760216 0.071 0.027
19760217 0.07 0.027
19760218 0.063 0.026
19760219 0.052 0.026
19760220 0.046 0.025
19760221 0.043 0.024
19760222 0.039 0.024
19760223 0.033 0.023
19760224 0.034 0.023
19760225 0.035 0.022
19760226 0.031 0.022
19760227 0.03 0.021
19760228 0.03 0.021
19760229 0.027 0.02
19760301 0.047 0.02
19760302 0.036 0.019
19760303 0.029 0.018
19760304 0.024 0.018
19760305 0.022 0.017
19760306 0.02 0.017
19760307 0.018 0.016
19760308 0.016 0.016
19760309 0.015 0.015
19760310 0.016 0.015
19760311 0.02 0.014
19760312 0.019 0.014
19760313 0.017 0.013
19760314 0.013 0.013
19760315 0.012 0.012
19760316 0.012 0.012
19760317 0.011 0.011
19760318 0.013 0.01
19760319 0.012 0.01
19760320 0.011 0.01
19760321 0.009 0.009
19760322 0.01 0.009
19760323 0.01 0.009
19760324 0.009 0.009
19760325 0.019 0.008
19760326 0.061 0.008
19760327 0.065 0.008
19760328 0.052 0.008
19760329 0.044 0.008
19760330 0.04 0.008
19760331 0.031 0.008
19760401 0.025 0.007
19760402 0.022 0.007
19760403 0.026 0.007
19760404 0.024 0.007
19760405 0.023 0.007
19760406 0.02 0.007
19760407 0.017 0.007
19760408 0.014 0.006
19760409 0.012 0.006
19760410 0.011 0.006
19760411 0.012 0.006
19760412 0.01 0.006
19760413 0.009 0.006
19760414 0.01 0.006
19760415 0.008 0.006
19760416 0.007 0.005
19760417 0.008 0.005
19760418 0.008 0.005
19760419 0.008 0.005
19760420 0.006 0.005
19760421 0.006 0.005
19760422 0.006 0.005
19760423 0.005 0.004
19760424 0.005 0.004
19760425 0.005 0.004
19760426 0.004 0.004
19760427 0.005 0.004
19760428 0.005 0.004
19760429 0.004 0.004
19760430 0.004 0.004
19760501 0.005 0.004
19760502 0.005 0.004
19760503 0.006 0.004
19760504 0.008 0.004
19760505 0.005 0.004
19760506 0.005 0.004
19760507 0.006 0.004
19760508 0.006 0.004
19760509 0.004 0.004
19760510 0.005 0.004
19760511 0.004 0.004
19760512 0.004 0.004
19760513 0.004 0.004
19760514 0.008 0.003
19760515 0.004 0.003
19760516 0.004 0.003
19760517 0.003 0.003
19760518 0.003 0.003
19760519 0.003 0.003
19760520 0.004 0.003
19760521 0.004 0.003
19760522 0.004 0.003
19760523 0.003 0.003
19760524 0.003 0.003
19760525 0.003 0.003
19760526 0.003 0.003
19760527 0.003 0.003
19760528 0.004 0.003
19760529 0.004 0.003
19760530 0.004 0.003
19760531 0.004 0.003
19760601 0.004 0.003
19760602 0.003 0.003
19760603 0.003 0.003
19760604 0.003 0.003
19760605 0.003 0.003
19760606 0.003 0.003
19760607 0.003 0.002
19760608 0.003 0.002
19760609 0.003 0.002
19760610 0.003 0.002
19760611 0.003 0.002
19760612 0.002 0.002
19760613 0.002 0.002
19760614 0.002 0.002
19760615 0.002 0.002
19760616 0.002 0.002
19760617 0.002 0.002
19760618 0.002 0.002
19760619 0.002 0.002
19760620 0.003 0.002
19760621 0.003 0.002
19760622 0.002 0.002
19760623 0.002 0.002
19760624 0.002 0.002
19760625 0.002 0.001
19760626 0.002 0.001
19760627 0.003 0.001
19760628 0.003 0.001
19760629 0.003 0.001
19760630 0.001 0.001
19760701 0.001 0.001
19760702 0.001 0.001
19760703 0.001 0.001
19760704 0.001 0.001
19760705 0.001 0
19760706 0.001 0
19760707 0.001 0
19760708 0.001 0
19760709 0 0
19760710 0 0
19760711 0.001 0
19760712 0 0
19760713 0.002 0
19760714 0.003 0
19760715 0.002 0
19760716 0.001 0
19760717 0.001 0
19760718 0.001 0
19760719 0.001 0
19760720 0.001 0
19760721 0.001 0
19760722 0.002 0
19760723 0.001 0
19760724 0.001 0
19760725 0.001 0
19760726 0.001 0
19760727 0 0
19760728 0 0
19760729 0 0
19760730 0 0
19760731 0 0
19760801 0 0
19760802 0 0
19760803 0 0
19760804 0 0
19760805 0 0
19760806 0 0
19760807 0 0
19760808 0 0
19760809 0 0
19760810 0 0
19760811 0 0
19760812 0 0
19760813 0 0
19760814 0 0
19760815 0 0
19760816 0 0
19760817 0 0
19760818 0 0
19760819 0 0
19760820 0 0
19760821 0 0
19760822 0 0
19760823 0 0
19760824 0 0
19760825 0 0
19760826 0 0
19760827 0 0
19760828 0 0
19760829 0 0
19760830 0 0
19760831 0 0
19760901 0 0
19760902 0.001 0
19760903 0.001 0
19760904 0.001 0
19760905 0.001 0
19760906 0 0
19760907 0 0
19760908 0.001 0
19760909 0.001 0
19760910 0.001 0
19760911 0.001 0
19760912 0.001 0
19760913 0.001 0
19760914 0.001 0
19760915 0.001 0
19760916 0.002 0
19760917 0.002 0
19760918 0.002 0
19760919 0.001 0
19760920 0.001 0
19760921 0 0
19760922 0 0
19760923 0 0
19760924 0 0
19760925 0 0
19760926 0 0
19760927 0 0
19760928 0 0
19760929 0.001 0
19760930 0.001 0
19761001 0 0
19761002 0.001 0
19761003 0.001 0
19761004 0.001 0
19761005 0.001 0.001
19761006 0.002 0.001
19761007 0.002 0.001
19761008 0.002 0.001
19761009 0.002 0.001
19761010 0.002 0.001
19761011 0.001 0.001
19761012 0.001 0.001
19761013 0.001 0.001
19761014 0.001 0.001
19761015 0.001 0.001
19761016 0.001 0.001
19761017 0.001 0.001
19761018 0.001 0.001
19761019 0.001 0.001
19761020 0.001 0.001
19761021 0.001 0.001
19761022 0.001 0.001
19761023 0.001 0.001
19761024 0.001 0.001
19761025 0.002 0.001
19761026 0.002 0.001
19761027 0.002 0.001
19761028 0.002 0.001
19761029 0.001 0.001
19761030 0.001 0.001
19761031 0.001 0.001
19761101 0.001 0.001
19761102 0.001 0.001
19761103 0.002 0.001
19761104 0.002 0.001
19761105 0.002 0.001
19761106 0.002 0.001
19761107 0.002 0.002
19761108 0.002 0.002
19761109 0.002 0.002
19761110 0.002 0.002
19761111 0.003 0.002
19761112 0.003 0.002
19761113 0.002 0.002
19761114 0.002 0.002
19761115 0.002 0.002
19761116 0.002 0.002
19761117 0.002 0.002
19761118 0.002 0.002
19761119 0.002 0.002
19761120 0.002 0.002
19761121 0.002 0.002
19761122 0.002 0.002
19761123 0.002 0.002
19761124 0.002 0.002
19761125 0.003 0.003
19761126 0.003 0.003
19761127 0.003 0.003
19761128 0.003 0.003
19761129 0.003 0.003
19761130 0.005 0.004
19761201 0.009 0.004
19761202 0.006 0.004
19761203 0.005 0.004
19761204 0.005 0.005
19761205 0.005 0.005
19761206 0.005 0.005
19761207 0.008 0.005
19761208 0.008 0.006
19761209 0.007 0.006
19761210 0.007 0.006
19761211 0.008 0.007
19761212 0.011 0.007
19761213 0.01 0.007
19761214 0.01 0.007
19761215 0.009 0.008
19761216 0.008 0.008
19761217 0.008 0.008
19761218 0.01 0.008
19761219 0.014 0.008
19761220 0.015 0.008
19761221 0.013 0.008
19761222 0.013 0.008
19761223 0.012 0.008
19761224 0.01 0.008
19761225 0.01 0.008
19761226 0.009 0.008
19761227 0.008 0.008
19761228 0.01 0.009
19761229 0.008 0.008
19761230 0.008 0.008
19761231 0.009 0.009
19770101 0.019 0.012
19770102 0.017 0.012
19770103 0.016 0.013
19770104 0.016 0.014
19770105 0.014 0.014
19770106 0.015 0.015
19770107 0.022 0.016
19770108 0.023 0.017
19770109 0.034 0.017
19770110 0.057 0.018
19770111 0.049 0.019
19770112 0.039 0.02
19770113 0.029 0.02
19770114 0.03 0.021
19770115 0.053 0.022
19770116 0.07 0.022
19770117 0.052 0.023
19770118 0.045 0.024
19770119 0.036 0.025
19770120 0.027 0.025
19770121 0.026 0.026
19770122 0.048 0.026
19770123 0.07 0.027
19770124 0.076 0.027
19770125 0.078 0.027
19770126 0.094 0.028
19770127 0.093 0.028
19770128 0.161 0.028
19770129 0.126 0.028
19770130 0.069 0.029
19770131 0.051 0.029
19770201 0.039 0.029
19770202 0.031 0.03
19770203 0.03 0.03
19770204 0.056 0.031
19770205 0.105 0.033
19770206 0.11 0.034
19770207 0.144 0.035
19770208 0.217 0.036
19770209 0.119 0.038
19770210 0.169 0.039
19770211 0.168 0.04
19770212 0.116 0.042
19770213 0.082 0.043
19770214 0.068 0.044
19770215 0.057 0.045
19770216 0.051 0.047
19770217 0.048 0.048
19770218 0.074 0.047
19770219 0.081 0.046
19770220 0.097 0.045
19770221 0.109 0.044
19770222 0.082 0.043
19770223 0.068 0.042
19770224 0.059 0.04
19770225 0.107 0.039
19770226 0.16 0.038
19770227 0.082 0.037
19770228 0.054 0.036
19770301 0.048 0.035
19770302 0.045 0.034
19770303 0.052 0.033
19770304 0.069 0.032
19770305 0.049 0.031
19770306 0.038 0.03
19770307 0.029 0.029
19770308 0.026 0.026
19770309 0.026 0.026
19770310 0.025 0.025
19770311 0.027 0.024
19770312 0.029 0.023
19770313 0.023 0.022
19770314 0.021 0.021
19770315 0.063 0.021
19770316 0.058 0.02
19770317 0.061 0.02
19770318 0.052 0.02
19770319 0.04 0.02
19770320 0.031 0.019
19770321 0.025 0.019
19770322 0.028 0.019
19770323 0.026 0.019
19770324 0.022 0.018
19770325 0.018 0.018
19770326 0.019 0.019
19770327 0.027 0.02
19770328 0.089 0.021
19770329 0.055 0.022
19770330 0.043 0.024
19770331 0.036 0.025
19770401 0.057 0.026
19770402 0.105 0.027
19770403 0.123 0.028
19770404 0.147 0.029
19770405 0.083 0.03
19770406 0.073 0.031
19770407 0.075 0.032
19770408 0.057 0.034
19770409 0.046 0.035
19770410 0.039 0.036
19770411 0.037 0.037
19770412 0.042 0.036
19770413 0.086 0.035
19770414 0.16 0.033
19770415 0.148 0.032
19770416 0.095 0.031
19770417 0.069 0.03
19770418 0.048 0.028
19770419 0.038 0.027
19770420 0.031 0.026
19770421 0.03 0.025
19770422 0.03 0.024
19770423 0.028 0.022
19770424 0.026 0.021
19770425 0.021 0.02
19770426 0.02 0.019
19770427 0.019 0.017
19770428 0.017 0.016
19770429 0.015 0.015
19770430 0.014 0.014
19770501 0.014 0.014
19770502 0.018 0.014
19770503 0.017 0.014
19770504 0.014 0.014
19770505 0.014 0.014
19770506 0.02 0.014
19770507 0.019 0.014
19770508 0.022 0.014
19770509 0.026 0.014
19770510 0.021 0.014
19770511 0.019 0.013
19770512 0.055 0.013
19770513 0.078 0.013
19770514 0.066 0.013
19770515 0.048 0.013
19770516 0.045 0.013
19770517 0.049 0.013
19770518 0.033 0.013
19770519 0.023 0.013
19770520 0.02 0.013
19770521 0.021 0.012
19770522 0.021 0.012
19770523 0.017 0.012
19770524 0.015 0.012
19770525 0.013 0.012
19770526 0.012 0.012
19770527 0.012 0.012
19770528 0.012 0.012
19770529 0.013 0.012
19770530 0.012 0.012
19770531 0.013 0.012
19770601 0.012 0.012
19770602 0.012 0.012
19770603 0.012 0.012
19770604 0.012 0.012
19770605 0.012 0.012
19770606 0.012 0.012
19770607 0.013 0.013
19770608 0.015 0.013
19770609 0.013 0.013
19770610 0.033 0.013
19770611 0.047 0.013
19770612 0.039 0.013
19770613 0.034 0.013
19770614 0.026 0.013
19770615 0.027 0.013
19770616 0.039 0.013
19770617 0.049 0.013
19770618 0.045 0.013
19770619 0.039 0.012
19770620 0.031 0.012
19770621 0.026 0.012
19770622 0.02 0.012
19770623 0.017 0.012
19770624 0.015 0.012
19770625 0.013 0.012
19770626 0.013 0.012
19770627 0.012 0.012
19770628 0.012 0.012
19770629 0.013 0.012
19770630 0.015 0.012
19770701 0.015 0.012
19770702 0.014 0.011
19770703 0.013 0.011
19770704 0.012 0.011
19770705 0.012 0.011
19770706 0.011 0.011
19770707 0.011 0.011
19770708 0.011 0.01
19770709 0.011 0.01
19770710 0.011 0.01
19770711 0.01 0.01
19770712 0.01 0.009
19770713 0.01 0.009
19770714 0.009 0.009
19770715 0.009 0.008
19770716 0.008 0.008
19770717 0.009 0.008
19770718 0.01 0.008
19770719 0.012 0.007
19770720 0.012 0.007
19770721 0.012 0.007
19770722 0.01 0.007
19770723 0.01 0.007
19770724 0.01 0.007
19770725 0.01 0.007
19770726 0.009 0.006
19770727 0.009 0.006
19770728 0.009 0.006
19770729 0.009 0.006
19770730 0.009 0.006
19770731 0.009 0.005
19770801 0.008 0.005
19770802 0.007 0.005
19770803 0.005 0.005
19770804 0.005 0.005
19770805 0.005 0.005
19770806 0.005 0.005
19770807 0.005 0.005
19770808 0.005 0.005
19770809 0.006 0.006
19770810 0.006 0.006
19770811 0.006 0.006
19770812 0.008 0.008
19770813 0.014 0.011
19770814 0.014 0.012
19770815 0.011 0.011
19770816 0.01 0.01
19770817 0.013 0.013
19770818 0.065 0.016
19770819 0.119 0.017
19770820 0.071 0.018
19770821 0.057 0.02
19770822 0.162 0.021
19770823 0.241 0.022
19770824 0.109 0.023
19770825 0.069 0.024
19770826 0.052 0.025
19770827 0.046 0.026
19770828 0.06 0.028
19770829 0.05 0.029
19770830 0.046 0.03
19770831 0.038 0.031
19770901 0.032 0.032
19770902 0.031 0.031
19770903 0.03 0.03
19770904 0.03 0.03
19770905 0.029 0.029
19770906 0.029 0.028
19770907 0.032 0.027
19770908 0.034 0.026
19770909 0.033 0.025
19770910 0.033 0.024
19770911 0.032 0.022
19770912 0.022 0.021
19770913 0.018 0.018
19770914 0.016 0.016
19770915 0.014 0.014
19770916 0.014 0.014
19770917 0.015 0.015
19770918 0.016 0.015
19770919 0.012 0.012
19770920 0.01 0.01
19770921 0.01 0.01
19770922 0.01 0.01
19770923 0.009 0.009
19770924 0.008 0.008
19770925 0.007 0.007
19770926 0.007 0.007
19770927 0.008 0.007
19770928 0.008 0.007
19770929 0.009 0.007
19770930 0.009 0.007
19771001 0.014 0.007
19771002 0.014 0.007
19771003 0.013 0.006
19771004 0.012 0.006
19771005 0.014 0.006
19771006 0.014 0.006
19771007 0.013 0.006
19771008 0.013 0.006
19771009 0.014 0.006
19771010 0.013 0.006
19771011 0.011 0.006
19771012 0.008 0.006
19771013 0.008 0.006
19771014 0.008 0.006
19771015 0.007 0.006
19771016 0.012 0.006
19771017 0.014 0.006
19771018 0.007 0.005
19771019 0.007 0.005
19771020 0.007 0.005
19771021 0.006 0.005
19771022 0.006 0.005
19771023 0.006 0.005
19771024 0.006 0.005
19771025 0.005 0.005
19771026 0.006 0.006
19771027 0.006 0.006
19771028 0.006 0.006
19771029 0.007 0.007
19771030 0.009 0.009
19771031 0.008 0.008
19771101 0.007 0.007
19771102 0.01 0.01
19771103 0.053 0.013
19771104 0.045 0.014
19771105 0.045 0.015
19771106 0.038 0.016
19771107 0.034 0.016
19771108 0.034 0.017
19771109 0.053 0.018
19771110 0.091 0.019
19771111 0.059 0.02
19771112 0.059 0.021
19771113 0.071 0.022
19771114 0.111 0.023
19771115 0.172 0.024
19771116 0.208 0.024
19771117 0.211 0.025
19771118 0.126 0.026
19771119 0.093 0.027
19771120 0.097 0.028
19771121 0.361 0.029
19771122 0.345 0.03
19771123 0.181 0.031
19771124 0.25 0.032
19771125 0.251 0.032
19771126 0.161 0.033
19771127 0.104 0.034
19771128 0.075 0.035
19771129 0.066 0.036
19771130 0.073 0.037
19771201 0.092 0.038
19771202 0.066 0.039
19771203 0.054 0.039
19771204 0.052 0.04
19771205 0.049 0.041
19771206 0.045 0.042
19771207 0.043 0.043
19771208 0.076 0.042
19771209 0.076 0.042
19771210 0.063 0.041
19771211 0.119 0.04
19771212 0.168 0.04
19771213 0.1 0.039
19771214 0.081 0.038
19771215 0.07 0.038
19771216 0.06 0.037
19771217 0.055 0.036
19771218 0.048 0.036
19771219 0.042 0.035
19771220 0.037 0.034
19771221 0.034 0.034
19771222 0.033 0.033
19771223 0.042 0.035
19771224 0.048 0.037
19771225 0.073 0.038
19771226 0.072 0.04
19771227 0.116 0.042
19771228 0.136 0.044
19771229 0.164 0.045
19771230 0.322 0.047
19771231 0.323 0.049
19780101 0.172 0.051
19780102 0.121 0.052
19780103 0.189 0.054
19780104 0.188 0.056
19780105 0.094 0.058
19780106 0.083 0.059
19780107 0.08 0.061
19780108 0.063 0.063
19780109 0.065 0.061
19780110 0.11 0.06
19780111 0.195 0.058
19780112 0.396 0.056
19780113 0.175 0.054
19780114 0.125 0.053
19780115 0.105 0.051
19780116 0.086 0.049
19780117 0.07 0.047
19780118 0.06 0.046
19780119 0.055 0.044
19780120 0.049 0.042
19780121 0.041 0.04
19780122 0.04 0.039
19780123 0.037 0.037
19780124 0.109 0.04
19780125 0.165 0.042
19780126 0.202 0.045
19780127 0.137 0.048
19780128 0.108 0.051
19780129 0.086 0.054
19780130 0.068 0.056
19780131 0.059 0.059
19780201 0.066 0.057
19780202 0.119 0.054
19780203 0.118 0.052
19780204 0.101 0.049
19780205 0.077 0.047
19780206 0.108 0.044
19780207 0.092 0.042
19780208 0.059 0.039
19780209 0.042 0.037
19780210 0.034 0.034
19780211 0.028 0.028
19780212 0.023 0.023
19780213 0.02 0.02
19780214 0.02 0.02
19780215 0.019 0.019
19780216 0.018 0.018
19780217 0.013 0.013
19780218 0.011 0.011
19780219 0.011 0.011
19780220 0.008 0.008
19780221 0.007 0.007
19780222 0.01 0.009
19780223 0.018 0.011
19780224 0.033 0.012
19780225 0.079 0.014
19780226 0.082 0.016
19780227 0.061 0.018
19780228 0.061 0.02
19780301 0.05 0.021
19780302 0.045 0.023
19780303 0.076 0.025
19780304 0.063 0.027
19780305 0.046 0.028
19780306 0.036 0.03
19780307 0.032 0.032
19780308 0.038 0.032
19780309 0.073 0.032
19780310 0.05 0.032
19780311 0.045 0.031
19780312 0.061 0.031
19780313 0.158 0.031
19780314 0.121 0.031
19780315 0.126 0.031
19780316 0.257 0.031
19780317 0.139 0.03
19780318 0.082 0.03
19780319 0.089 0.03
19780320 0.279 0.03
19780321 0.226 0.03
19780322 0.186 0.03
19780323 0.189 0.03
19780324 0.232 0.029
19780325 0.156 0.029
19780326 0.303 0.029
19780327 0.174 0.029
19780328 0.158 0.029
19780329 0.117 0.029
19780330 0.168 0.029
19780331 0.27 0.028
19780401 0.139 0.028
19780402 0.095 0.028
19780403 0.072 0.028
19780404 0.059 0.028
19780405 0.048 0.028
19780406 0.037 0.027
19780407 0.033 0.027
19780408 0.031 0.027
19780409 0.027 0.027
19780410 0.028 0.026
19780411 0.029 0.025
19780412 0.025 0.025
19780413 0.034 0.024
19780414 0.033 0.023
19780415 0.027 0.022
19780416 0.023 0.022
19780417 0.019 0.019
19780418 0.017 0.017
19780419 0.016 0.016
19780420 0.015 0.015
19780421 0.015 0.015
19780422 0.014 0.014
19780423 0.014 0.014
19780424 0.013 0.013
19780425 0.012 0.012
19780426 0.011 0.011
19780427 0.011 0.011
19780428 0.01 0.01
19780429 0.013 0.012
19780430 0.014 0.011
19780501 0.013 0.01
19780502 0.011 0.01
19780503 0.009 0.009
19780504 0.009 0.009
19780505 0.01 0.009
19780506 0.014 0.009
19780507 0.132 0.009
19780508 0.063 0.009
19780509 0.043 0.008
19780510 0.03 0.008
19780511 0.023 0.008
19780512 0.029 0.008
19780513 0.037 0.008
19780514 0.028 0.008
19780515 0.025 0.008
19780516 0.023 0.008
19780517 0.02 0.008
19780518 0.019 0.008
19780519 0.013 0.007
19780520 0.012 0.007
19780521 0.013 0.007
19780522 0.012 0.007
19780523 0.012 0.007
19780524 0.01 0.007
19780525 0.008 0.007
19780526 0.008 0.007
19780527 0.008 0.007
19780528 0.038 0.007
19780529 0.031 0.006
19780530 0.007 0.006
19780531 0.008 0.006
19780601 0.009 0.006
19780602 0.01 0.006
19780603 0.011 0.006
19780604 0.013 0.006
19780605 0.014 0.006
19780606 0.009 0.006
19780607 0.006 0.006
19780608 0.009 0.005
19780609 0.008 0.005
19780610 0.007 0.005
19780611 0.008 0.005
19780612 0.006 0.005
19780613 0.005 0.005
19780614 0.006 0.005
19780615 0.006 0.005
19780616 0.007 0.005
19780617 0.007 0.005
19780618 0.007 0.005
19780619 0.007 0.004
19780620 0.008 0.004
19780621 0.006 0.004
19780622 0.005 0.004
19780623 0.005 0.004
19780624 0.004 0.004
19780625 0.005 0.004
19780626 0.006 0.004
19780627 0.006 0.004
19780628 0.006 0.004
19780629 0.006 0.004
19780630 0.01 0.004
19780701 0.02 0.004
19780702 0.018 0.005
19780703 0.039 0.005
19780704 0.042 0.005
19780705 0.041 0.005
19780706 0.055 0.005
19780707 0.052 0.005
19780708 0.088 0.005
19780709 0.137 0.005
19780710 0.088 0.005
19780711 0.057 0.005
19780712 0.047 0.005
19780713 0.042 0.005
19780714 0.03 0.005
19780715 0.018 0.005
19780716 0.017 0.005
19780717 0.017 0.005
19780718 0.014 0.005
19780719 0.011 0.006
19780720 0.012 0.006
19780721 0.01 0.006
19780722 0.009 0.006
19780723 0.009 0.006
19780724 0.008 0.006
19780725 0.008 0.006
19780726 0.006 0.006
19780727 0.006 0.006
19780728 0.007 0.006
19780729 0.008 0.006
19780730 0.009 0.006
19780731 0.007 0.005
19780801 0.006 0.005
19780802 0.006 0.005
19780803 0.007 0.005
19780804 0.005 0.005
19780805 0.005 0.005
19780806 0.005 0.005
19780807 0.005 0.005
19780808 0.006 0.005
19780809 0.005 0.005
19780810 0.005 0.005
19780811 0.005 0.005
19780812 0.006 0.005
19780813 0.006 0.004
19780814 0.006 0.004
19780815 0.006 0.004
19780816 0.005 0.004
19780817 0.005 0.004
19780818 0.006 0.004
19780819 0.005 0.004
19780820 0.004 0.004
19780821 0.004 0.003
19780822 0.004 0.003
19780823 0.004 0.003
19780824 0.003 0.003
19780825 0.003 0.003
19780826 0.003 0.003
19780827 0.004 0.003
19780828 0.004 0.003
19780829 0.004 0.003
19780830 0.004 0.003
19780831 0.004 0.003
19780901 0.004 0.003
19780902 0.004 0.003
19780903 0.004 0.003
19780904 0.004 0.003
19780905 0.004 0.003
19780906 0.004 0.003
19780907 0.003 0.003
19780908 0.003 0.003
19780909 0.003 0.003
19780910 0.003 0.003
19780911 0.003 0.003
19780912 0.003 0.003
19780913 0.003 0.002
19780914 0.003 0.002
19780915 0.003 0.002
19780916 0.003 0.002
19780917 0.003 0.002
19780918 0.002 0.002
19780919 0.002 0.002
19780920 0.003 0.002
19780921 0.003 0.002
19780922 0.002 0.002
19780923 0.003 0.002
19780924 0.003 0.002
19780925 0.002 0.002
19780926 0.003 0.003
19780927 0.003 0.003
19780928 0.004 0.003
19780929 0.007 0.003
19780930 0.024 0.003
19781001 0.078 0.004
19781002 0.05 0.004
19781003 0.043 0.004
19781004 0.037 0.004
19781005 0.03 0.004
19781006 0.023 0.005
19781007 0.019 0.005
19781008 0.018 0.005
19781009 0.015 0.005
19781010 0.014 0.005
19781011 0.011 0.006
19781012 0.009 0.006
19781013 0.009 0.006
19781014 0.009 0.006
19781015 0.008 0.006
19781016 0.009 0.006
19781017 0.011 0.007
19781018 0.009 0.007
19781019 0.007 0.007
19781020 0.007 0.007
19781021 0.008 0.007
19781022 0.01 0.007
19781023 0.011 0.006
19781024 0.009 0.006
19781025 0.008 0.006
19781026 0.007 0.006
19781027 0.007 0.006
19781028 0.007 0.006
19781029 0.007 0.005
19781030 0.006 0.005
19781031 0.006 0.005
19781101 0.005 0.005
19781102 0.005 0.005
19781103 0.006 0.005
19781104 0.006 0.005
19781105 0.007 0.005
19781106 0.007 0.005
19781107 0.007 0.005
19781108 0.006 0.005
19781109 0.005 0.005
19781110 0.005 0.005
19781111 0.005 0.005
19781112 0.005 0.005
19781113 0.005 0.005
19781114 0.005 0.004
19781115 0.006 0.004
19781116 0.006 0.004
19781117 0.005 0.004
19781118 0.006 0.004
19781119 0.006 0.003
19781120 0.005 0.003
19781121 0.003 0.003
19781122 0.004 0.004
19781123 0.003 0.003
19781124 0.004 0.004
19781125 0.006 0.006
19781126 0.007 0.007
19781127 0.007 0.007
19781128 0.009 0.009
19781129 0.009 0.009
19781130 0.009 0.009
19781201 0.008 0.008
19781202 0.01 0.01
19781203 0.014 0.014
19781204 0.018 0.018
19781205 0.021 0.021
19781206 0.016 0.016
19781207 0.014 0.014
19781208 0.013 0.013
19781209 0.026 0.026
19781210 0.034 0.029
19781211 0.039 0.03
19781212 0.043 0.032
19781213 0.061 0.033
19781214 0.122 0.035
19781215 0.392 0.036
19781216 0.49 0.037
19781217 0.189 0.039
19781218 0.11 0.04
19781219 0.075 0.042
19781220 0.056 0.043
19781221 0.05 0.044
19781222 0.048 0.046
19781223 0.047 0.047
19781224 0.057 0.048
19781225 0.27 0.049
19781226 0.235 0.049
19781227 0.231 0.05
19781228 0.376 0.051
19781229 0.388 0.052
19781230 0.319 0.053
19781231 0.128 0.054
19790101 0.086 0.054
19790102 0.067 0.055
19790103 0.056 0.056
19790104 0.056 0.056
19790105 0.056 0.056
19790106 0.056 0.054
19790107 0.056 0.052
19790108 0.056 0.051
19790109 0.084 0.049
19790110 0.109 0.047
19790111 0.105 0.045
19790112 0.107 0.044
19790113 0.094 0.042
19790114 0.074 0.04
19790115 0.059 0.038
19790116 0.049 0.037
19790117 0.046 0.035
19790118 0.061 0.033
19790119 0.038 0.031
19790120 0.042 0.03
19790121 0.03 0.028
19790122 0.026 0.026
19790123 0.031 0.026
19790124 0.03 0.026
19790125 0.033 0.026
19790126 0.038 0.027
19790127 0.034 0.027
19790128 0.033 0.027
19790129 0.027 0.027
19790130 0.034 0.029
19790131 0.067 0.03
19790201 0.175 0.032
19790202 0.897 0.033
19790203 0.393 0.035
19790204 0.373 0.036
19790205 0.193 0.038
19790206 0.119 0.04
19790207 0.104 0.041
19790208 0.125 0.043
19790209 0.092 0.044
19790210 0.064 0.046
19790211 0.053 0.047
19790212 0.049 0.049
19790213 0.139 0.048
19790214 0.394 0.046
19790215 0.081 0.045
19790216 0.072 0.044
19790217 0.064 0.042
19790218 0.063 0.041
19790219 0.054 0.04
19790220 0.046 0.039
19790221 0.041 0.037
19790222 0.036 0.036
19790223 0.037 0.037
19790224 0.058 0.053
19790225 0.078 0.062
19790226 0.057 0.057
19790227 0.057 0.057
19790228 0.102 0.087
19790301 0.195 0.096
19790302 0.365 0.104
19790303 0.497 0.112
19790304 0.55 0.121
19790305 0.269 0.13
19790306 0.182 0.138
19790307 0.167 0.146
19790308 0.155 0.155
19790309 0.312 0.15
19790310 0.3 0.144
19790311 0.27 0.139
19790312 0.268 0.134
19790313 0.142 0.128
19790314 0.183 0.123
19790315 0.296 0.117
19790316 0.363 0.112
19790317 0.208 0.107
19790318 0.143 0.101
19790319 0.146 0.096
19790320 0.106 0.091
19790321 0.09 0.085
19790322 0.08 0.08
19790323 0.135 0.078
19790324 0.08 0.076
19790325 0.1 0.073
19790326 0.093 0.071
19790327 0.077 0.069
19790328 0.13 0.067
19790329 0.084 0.065
19790330 0.082 0.063
19790331 0.068 0.06
19790401 0.079 0.058
19790402 0.107 0.056
19790403 0.126 0.054
19790404 0.125 0.052
19790405 0.095 0.05
