"date" "Q" "BF"
19950202 0.284 0.112
19950203 0.177 0.112
19950204 0.145 0.111
19950205 0.123 0.11
19950206 0.123 0.11
19950207 0.109 0.109
19950208 0.187 0.108
19950209 0.164 0.107
19950210 0.127 0.106
19950211 0.221 0.106
19950212 0.26 0.105
19950213 0.155 0.104
19950214 0.133 0.103
19950215 0.361 0.102
19950216 0.346 0.101
19950217 0.297 0.1
19950218 0.18 0.1
19950219 0.238 0.099
19950220 0.39 0.098
19950221 0.241 0.097
19950222 0.211 0.096
19950223 0.164 0.095
19950224 0.155 0.095
19950225 0.143 0.094
19950226 0.112 0.093
19950227 0.092 0.092
19950228 0.118 0.09
19950301 0.113 0.088
19950302 0.135 0.086
19950303 0.119 0.084
19950304 0.117 0.082
19950305 0.217 0.08
19950306 0.456 0.078
19950307 0.294 0.077
19950308 0.185 0.075
19950309 0.162 0.073
19950310 0.116 0.071
19950311 0.091 0.069
19950312 0.074 0.067
19950313 0.065 0.065
19950314 0.063 0.063
19950315 0.09 0.063
19950316 0.128 0.064
19950317 0.147 0.064
19950318 0.164 0.065
19950319 0.125 0.065
19950320 0.094 0.065
19950321 0.122 0.066
19950322 0.09 0.066
19950323 0.076 0.067
19950324 0.067 0.067
19950325 0.079 0.066
19950326 0.1875 0.064
19950327 0.296 0.063
19950328 0.212 0.061
19950329 0.253 0.06
19950330 0.184 0.058
19950331 0.266 0.057
19950401 0.255 0.055
19950402 0.186 0.054
19950403 0.127 0.052
19950404 0.095 0.051
19950405 0.074 0.049
19950406 0.065 0.048
19950407 0.06 0.046
19950408 0.049 0.045
19950409 0.043 0.043
19950410 0.053 0.042
19950411 0.055 0.04
19950412 0.047 0.039
19950413 0.039 0.037
19950414 0.036 0.036
19950415 0.039 0.035
19950416 0.043 0.035
19950417 0.06 0.034
19950418 0.167 0.033
19950419 0.154 0.032
19950420 0.167 0.032
19950421 0.099 0.031
19950422 0.075 0.03
19950423 0.057 0.029
19950424 0.051 0.029
19950425 0.043 0.028
19950426 0.035 0.027
19950427 0.029 0.026
19950428 0.026 0.026
19950429 0.022 0.022
19950430 0.022 0.022
19950501 0.021 0.021
19950502 0.019 0.019
19950503 0.018 0.018
19950504 0.018 0.018
19950505 0.018 0.018
19950506 0.017 0.017
19950507 0.016 0.016
19950508 0.015 0.015
19950509 0.017 0.017
19950510 0.021 0.017
19950511 0.025 0.016
19950512 0.022 0.015
19950513 0.018 0.014
19950514 0.014 0.014
19950515 0.013 0.013
19950516 0.012 0.012
19950517 0.014 0.012
19950518 0.018 0.012
19950519 0.017 0.012
19950520 0.015 0.012
19950521 0.014 0.012
19950522 0.013 0.012
19950523 0.012 0.012
19950524 0.012 0.012
19950525 0.018 0.014
19950526 0.222 0.015
19950527 0.108 0.016
19950528 0.069 0.017
19950529 0.133 0.018
19950530 0.115 0.019
19950531 0.077 0.02
19950601 0.054 0.021
19950602 0.042 0.022
19950603 0.034 0.023
19950604 0.033 0.024
19950605 0.034 0.025
19950606 0.028 0.026
19950607 0.027 0.027
19950608 0.043 0.026
19950609 0.044 0.026
19950610 0.077 0.025
19950611 0.143 0.025
19950612 0.132 0.024
19950613 0.106 0.023
19950614 0.074 0.023
19950615 0.091 0.022
19950616 0.112 0.022
19950617 0.105 0.021
19950618 0.137 0.02
19950619 0.091 0.02
19950620 0.06 0.019
19950621 0.044 0.019
19950622 0.033 0.018
19950623 0.028 0.018
19950624 0.024 0.017
19950625 0.02 0.016
19950626 0.018 0.016
19950627 0.016 0.015
19950628 0.015 0.015
19950629 0.014 0.014
19950630 0.013 0.013
19950701 0.013 0.013
19950702 0.013 0.012
19950703 0.018 0.011
19950704 0.015 0.011
19950705 0.01 0.01
19950706 0.008 0.008
19950707 0.007 0.007
19950708 0.007 0.007
19950709 0.007 0.007
19950710 0.006 0.006
19950711 0.006 0.006
19950712 0.006 0.006
19950713 0.005 0.005
19950714 0.005 0.005
19950715 0.006 0.005
19950716 0.005 0.005
19950717 0.005 0.005
19950718 0.005 0.005
19950719 0.005 0.004
19950720 0.005 0.004
19950721 0.005 0.004
19950722 0.006 0.004
19950723 0.004 0.004
19950724 0.004 0.004
19950725 0.004 0.004
19950726 0.004 0.004
19950727 0.005 0.004
19950728 0.006 0.004
19950729 0.005 0.003
19950730 0.005 0.003
19950731 0.005 0.003
19950801 0.006 0.003
19950802 0.006 0.003
19950803 0.006 0.003
19950804 0.006 0.003
19950805 0.006 0.003
19950806 0.006 0.002
19950807 0.004 0.002
19950808 0.003 0.002
19950809 0.002 0.002
19950810 0.002 0.002
19950811 0.002 0.002
19950812 0.002 0.002
19950813 0.002 0.002
19950814 0.003 0.002
19950815 0.003 0.003
19950816 0.003 0.003
19950817 0.003 0.003
19950818 0.003 0.003
19950819 0.003 0.003
19950820 0.003 0.003
19950821 0.003 0.003
19950822 0.003 0.003
19950823 0.003 0.003
19950824 0.003 0.003
19950825 0.003 0.003
19950826 0.003 0.003
19950827 0.003 0.003
19950828 0.004 0.003
19950829 0.003 0.003
19950830 0.003 0.003
19950831 0.003 0.003
19950901 0.003 0.003
19950902 0.004 0.003
19950903 0.004 0.003
19950904 0.004 0.002
19950905 0.004 0.002
19950906 0.004 0.002
19950907 0.003 0.002
19950908 0.003 0.002
19950909 0.004 0.002
19950910 0.002 0.002
19950911 0.003 0.002
19950912 0.002 0.002
19950913 0.003 0.002
19950914 0.003 0.002
19950915 0.003 0.002
19950916 0.003 0.002
19950917 0.003 0.002
19950918 0.002 0.002
19950919 0.002 0.002
19950920 0.002 0.002
19950921 0.002 0.002
19950922 0.002 0.002
19950923 0.002 0.002
19950924 0.002 0.002
19950925 0.002 0.002
19950926 0.003 0.003
19950927 0.008 0.003
19950928 0.006 0.003
19950929 0.005 0.003
19950930 0.005 0.003
19951001 0.004 0.004
19951002 0.005 0.004
19951003 0.004 0.004
19951004 0.004 0.004
19951005 0.005 0.004
19951006 0.005 0.004
19951007 0.004 0.004
19951008 0.004 0.004
19951009 0.004 0.004
19951010 0.004 0.004
19951011 0.004 0.004
19951012 0.004 0.004
19951013 0.004 0.004
19951014 0.004 0.004
19951015 0.004 0.004
19951016 0.004 0.004
19951017 0.004 0.004
19951018 0.004 0.004
19951019 0.004 0.004
19951020 0.004 0.003
19951021 0.004 0.003
19951022 0.004 0.003
19951023 0.004 0.003
19951024 0.004 0.003
19951025 0.004 0.003
19951026 0.003 0.003
19951027 0.004 0.003
19951028 0.004 0.003
19951029 0.003 0.003
19951030 0.003 0.003
19951031 0.003 0.003
19951101 0.003 0.003
19951102 0.004 0.003
19951103 0.004 0.003
19951104 0.003 0.003
19951105 0.003 0.003
19951106 0.003 0.003
19951107 0.004 0.003
19951108 0.004 0.004
19951109 0.004 0.004
19951110 0.004 0.004
19951111 0.004 0.004
19951112 0.004 0.004
19951113 0.004 0.004
19951114 0.004 0.004
19951115 0.004 0.004
19951116 0.004 0.004
19951117 0.004 0.004
19951118 0.004 0.004
19951119 0.006 0.004
19951120 0.007 0.004
19951121 0.006 0.004
19951122 0.006 0.004
19951123 0.006 0.004
19951124 0.006 0.004
19951125 0.006 0.004
19951126 0.006 0.004
19951127 0.005 0.004
19951128 0.005 0.004
19951129 0.005 0.004
19951130 0.005 0.004
19951201 0.005 0.004
19951202 0.005 0.004
19951203 0.005 0.004
19951204 0.004 0.004
19951205 0.004 0.004
19951206 0.004 0.004
19951207 0.004 0.004
19951208 0.004 0.004
19951209 0.004 0.004
19951210 0.004 0.004
19951211 0.004 0.004
19951212 0.004 0.004
19951213 0.004 0.004
19951214 0.004 0.004
19951215 NA NA
19951216 NA NA
19951217 NA NA
19951218 NA NA
19951219 NA NA
19951220 0.007 0.004
19951221 0.006 0.004
19951222 0.012 0.004
19951223 0.027 0.005
19951224 0.031 0.005
19951225 0.028 0.005
19951226 0.023 0.005
19951227 0.018 0.005
19951228 0.013 0.005
19951229 0.01 0.005
19951230 0.011 0.005
19951231 0.008 0.005
19960101 0.007 0.005
19960102 0.006 0.005
19960103 0.005 0.005
19960104 0.005 0.005
19960105 0.005 0.005
19960106 0.005 0.005
19960107 0.005 0.005
19960108 0.005 0.005
19960109 0.006 0.005
19960110 0.007 0.005
19960111 0.007 0.006
19960112 0.009 0.006
19960113 0.009 0.006
19960114 0.01 0.006
19960115 0.011 0.006
19960116 0.011 0.006
19960117 0.012 0.006
19960118 0.013 0.007
19960119 0.012 0.007
19960120 0.01 0.007
19960121 0.0085 0.007
19960122 0.007 0.007
19960123 0.009 0.008
19960124 0.007 0.007
19960125 0.014 0.01
19960126 0.013 0.012
19960127 0.023 0.013
19960128 0.023 0.014
19960129 0.023 0.015
19960130 0.023 0.016
19960131 0.023 0.017
19960201 0.023 0.018
19960202 0.023 0.02
19960203 0.023 0.021
19960204 0.023 0.022
19960205 0.023 0.023
19960206 0.023 0.023
19960207 0.023 0.023
19960208 0.023 0.023
19960209 0.023 0.023
19960210 0.023 0.023
19960211 0.023 0.023
19960212 0.023 0.023
19960213 0.023 0.023
19960214 0.023 0.023
19960215 0.023 0.023
19960216 0.023 0.023
19960217 0.023 0.022
19960218 0.023 0.022
19960219 0.023 0.022
19960220 0.023 0.022
19960221 0.023 0.021
19960222 NA NA
19960223 NA NA
19960224 NA NA
19960225 NA NA
19960226 NA NA
19960227 NA NA
19960228 NA NA
19960229 NA NA
19960301 NA NA
19960302 NA NA
19960303 NA NA
19960304 NA NA
19960305 NA NA
19960306 NA NA
19960307 NA NA
19960308 NA NA
19960309 NA NA
19960310 NA NA
19960311 NA NA
19960312 NA NA
19960313 NA NA
19960314 NA NA
19960315 NA NA
19960316 NA NA
19960317 NA NA
19960318 NA NA
19960319 NA NA
19960320 NA NA
19960321 NA NA
19960322 NA NA
19960323 NA NA
19960324 NA NA
19960325 NA NA
19960326 NA NA
19960327 NA NA
19960328 NA NA
19960329 NA NA
19960330 NA NA
19960331 NA NA
19960401 NA NA
19960402 NA NA
19960403 NA NA
19960404 NA NA
19960405 NA NA
19960406 NA NA
19960407 NA NA
19960408 NA NA
19960409 NA NA
19960410 NA NA
19960411 NA NA
19960412 NA NA
19960413 NA NA
19960414 NA NA
19960415 NA NA
19960416 NA NA
19960417 NA NA
19960418 NA NA
19960419 NA NA
19960420 NA NA
19960421 NA NA
19960422 NA NA
19960423 NA NA
19960424 NA NA
19960425 0.004 0.004
19960426 0.004 0.004
19960427 0.004 0.004
19960428 0.004 0.004
19960429 0.004 0.004
19960430 0.004 0.004
19960501 0.004 0.004
19960502 0.006 0.004
19960503 0.007 0.004
19960504 0.006 0.004
19960505 0.005 0.004
19960506 0.005 0.004
19960507 0.005 0.004
19960508 0.004 0.004
19960509 0.004 0.004
19960510 0.004 0.004
19960511 0.004 0.004
19960512 0.004 0.004
19960513 0.004 0.004
19960514 0.004 0.004
19960515 0.004 0.004
19960516 0.004 0.004
19960517 0.004 0.004
19960518 0.004 0.004
19960519 0.004 0.004
19960520 0.004 0.004
19960521 0.004 0.004
19960522 0.004 0.004
19960523 0.004 0.004
19960524 0.005 0.004
19960525 0.012 0.004
19960526 0.024 0.004
19960527 0.03 0.004
19960528 0.031 0.005
19960529 0.023 0.005
19960530 0.017 0.005
19960531 0.014 0.005
19960601 0.01 0.005
19960602 0.009 0.005
19960603 0.008 0.005
19960604 0.006 0.005
19960605 0.005 0.005
19960606 0.005 0.005
19960607 0.005 0.005
19960608 0.076 0.005
19960609 0.056 0.005
19960610 0.031 0.005
19960611 0.021 0.005
19960612 0.014 0.004
19960613 0.01 0.004
19960614 0.007 0.004
19960615 0.006 0.004
19960616 0.005 0.004
19960617 0.005 0.004
19960618 0.004 0.004
19960619 0.004 0.004
19960620 0.004 0.004
19960621 0.004 0.004
19960622 0.004 0.004
19960623 0.004 0.004
19960624 0.004 0.004
19960625 0.004 0.004
19960626 0.004 0.004
19960627 0.004 0.004
19960628 0.004 0.004
19960629 0.004 0.004
19960630 0.004 0.004
19960701 0.004 0.004
19960702 0.004 0.004
19960703 0.004 0.003
19960704 0.004 0.003
19960705 0.004 0.003
19960706 0.004 0.003
19960707 0.004 0.003
19960708 0.004 0.003
19960709 0.004 0.002
19960710 0.004 0.002
19960711 0.004 0.002
19960712 0.004 0.002
19960713 0.003 0.002
19960714 0.003 0.002
19960715 0.003 0.001
19960716 0.003 0.001
19960717 0.002 0.001
19960718 0.001 0.001
19960719 0.001 0.001
19960720 0.001 0.001
19960721 0.001 0.001
19960722 0.001 0.001
19960723 0.009 0.002
19960724 0.019 0.002
19960725 0.008 0.003
19960726 0.006 0.003
19960727 0.004 0.003
19960728 0.004 0.004
19960729 0.004 0.004
19960730 0.004 0.004
19960731 0.005 0.004
19960801 0.005 0.004
19960802 0.005 0.004
19960803 0.006 0.004
19960804 0.006 0.005
19960805 0.006 0.005
19960806 0.006 0.005
19960807 0.008 0.005
19960808 0.006 0.005
19960809 0.005 0.005
19960810 0.005 0.005
19960811 0.009 0.005
19960812 0.009 0.005
19960813 0.021 0.005
19960814 0.018 0.005
19960815 0.013 0.005
19960816 0.012 0.005
19960817 0.01 0.004
19960818 0.009 0.004
19960819 0.007 0.004
19960820 0.006 0.004
19960821 0.005 0.004
19960822 0.005 0.004
19960823 0.004 0.004
19960824 0.004 0.004
19960825 0.004 0.004
19960826 0.005 0.005
19960827 0.004 0.004
19960828 0.008 0.008
19960829 0.085 0.009
19960830 0.288 0.01
19960831 0.203 0.011
19960901 0.126 0.011
19960902 0.083 0.012
19960903 NA NA
19960904 NA NA
19960905 NA NA
19960906 NA NA
19960907 NA NA
19960908 NA NA
19960909 NA NA
19960910 NA NA
19960911 NA NA
19960912 NA NA
19960913 NA NA
19960914 NA NA
19960915 NA NA
19960916 NA NA
19960917 NA NA
19960918 NA NA
19960919 NA NA
19960920 NA NA
19960921 NA NA
19960922 NA NA
19960923 NA NA
19960924 NA NA
19960925 NA NA
19960926 NA NA
19960927 NA NA
19960928 NA NA
19960929 NA NA
19960930 NA NA
19961001 NA NA
19961002 NA NA
19961003 NA NA
19961004 NA NA
19961005 NA NA
19961006 NA NA
19961007 NA NA
19961008 NA NA
19961009 NA NA
19961010 NA NA
19961011 NA NA
19961012 NA NA
19961013 NA NA
19961014 NA NA
19961015 NA NA
19961016 NA NA
19961017 NA NA
19961018 NA NA
19961019 0.016 0.016
19961020 0.021 0.021
19961021 0.148 0.053
19961022 0.139 0.054
19961023 0.095 0.054
19961024 0.07 0.055
19961025 0.054 0.054
19961026 0.044 0.044
19961027 0.061 0.058
19961028 0.167 0.059
19961029 0.16 0.059
19961030 0.137 0.06
19961031 0.104 0.061
19961101 0.197 0.062
19961102 0.152 0.063
19961103 0.176 0.064
19961104 0.176 0.064
19961105 0.201 0.065
19961106 0.188 0.066
19961107 0.455 0.067
19961108 0.442 0.068
19961109 0.231 0.069
19961110 0.205 0.069
19961111 0.269 0.07
19961112 0.289 0.071
19961113 0.186 0.072
19961114 0.133 0.073
19961115 0.103 0.074
19961116 0.092 0.074
19961117 0.086 0.075
19961118 0.076 0.076
19961119 0.127 0.074
19961120 0.161 0.073
19961121 0.134 0.071
19961122 0.136 0.07
19961123 0.106 0.068
19961124 0.09 0.067
19961125 0.211 0.065
19961126 0.263 0.064
19961127 NA NA
19961128 NA NA
19961129 NA NA
19961130 NA NA
19961201 NA NA
19961202 NA NA
19961203 NA NA
19961204 NA NA
19961205 NA NA
19961206 NA NA
19961207 NA NA
19961208 NA NA
19961209 NA NA
19961210 NA NA
19961211 NA NA
19961212 0.073 0.04
19961213 0.07 0.038
19961214 0.057 0.037
19961215 0.058 0.035
19961216 0.063 0.034
19961217 0.061 0.032
19961218 0.058 0.031
19961219 0.326 0.029
19961220 0.418 0.028
19961221 0.172 0.026
19961222 0.092 0.025
19961223 0.062 0.023
19961224 0.042 0.022
19961225 0.032 0.02
19961226 0.024 0.019
19961227 0.023 0.017
19961228 0.017 0.016
19961229 0.014 0.014
19961230 0.015 0.015
19961231 0.014 0.014
19970101 NA NA
19970102 NA NA
19970103 NA NA
19970104 NA NA
19970105 NA NA
19970106 NA NA
19970107 NA NA
19970108 NA NA
19970109 NA NA
19970110 NA NA
19970111 NA NA
19970112 NA NA
19970113 NA NA
19970114 NA NA
19970115 NA NA
19970116 NA NA
19970117 NA NA
19970118 NA NA
19970119 NA NA
19970120 NA NA
19970121 NA NA
19970122 NA NA
19970123 NA NA
19970124 NA NA
19970125 0.014 0.014
19970126 0.016 0.016
19970127 0.015 0.015
19970128 0.015 0.015
19970129 0.017 0.017
19970130 0.018 0.018
19970131 0.02 0.02
19970201 0.021 0.021
19970202 0.021 0.021
19970203 0.023 0.023
19970204 0.028 0.028
19970205 0.18 0.086
19970206 0.119 0.088
19970207 0.109 0.09
19970208 0.117 0.092
19970209 0.119 0.094
19970210 0.139 0.096
19970211 0.158 0.098
19970212 0.289 0.1
19970213 0.518 0.101
19970214 0.34 0.103
19970215 0.162 0.105
19970216 0.123 0.107
19970217 0.109 0.109
19970218 0.307 0.109
19970219 0.182 0.109
19970220 0.197 0.108
19970221 0.146 0.108
19970222 0.13 0.108
19970223 0.108 0.108
19970224 0.182 0.104
19970225 0.398 0.101
19970226 0.514 0.098
19970227 0.341 0.094
19970228 0.188 0.09
19970301 0.129 0.087
19970302 0.113 0.083
19970303 0.111 0.08
19970304 0.083 0.076
19970305 0.076 0.073
19970306 0.068 0.068
19970307 0.06 0.06
19970308 0.054 0.054
19970309 0.05 0.05
19970310 0.047 0.047
19970311 0.043 0.043
19970312 0.043 0.043
19970313 0.04 0.04
19970314 0.039 0.039
19970315 0.038 0.038
19970316 0.105 0.037
19970317 0.099 0.036
19970318 0.076 0.035
19970319 0.143 0.035
19970320 0.094 0.034
19970321 0.079 0.033
19970322 0.058 0.032
19970323 0.065 0.031
19970324 0.081 0.03
19970325 0.072 0.029
19970326 0.058 0.029
19970327 0.048 0.028
19970328 0.044 0.027
19970329 0.036 0.026
19970330 0.0325 0.025
19970331 0.029 0.024
19970401 0.027 0.024
19970402 0.025 0.023
19970403 0.025 0.022
19970404 0.021 0.021
19970405 0.049 0.02
19970406 0.08 0.02
19970407 0.044 0.019
19970408 0.034 0.019
19970409 0.029 0.018
19970410 0.024 0.018
19970411 0.024 0.017
19970412 0.02 0.017
19970413 0.018 0.016
19970414 0.018 0.016
19970415 0.017 0.015
19970416 0.015 0.015
19970417 0.015 0.014
19970418 0.014 0.014
19970419 0.015 0.013
19970420 0.013 0.013
19970421 0.012 0.012
19970422 0.012 0.012
19970423 0.011 0.011
19970424 0.011 0.011
19970425 0.011 0.011
19970426 0.011 0.011
19970427 0.012 0.012
19970428 0.013 0.012
19970429 0.034 0.013
19970430 0.033 0.013
19970501 0.028 0.013
19970502 0.025 0.014
19970503 0.022 0.014
19970504 0.02 0.015
19970505 0.027 0.015
19970506 0.061 0.015
19970507 0.083 0.016
19970508 0.057 0.016
19970509 0.05 0.016
19970510 0.051 0.017
19970511 0.043 0.017
19970512 0.034 0.018
19970513 0.026 0.018
19970514 0.027 0.018
19970515 0.03 0.019
19970516 0.028 0.019
19970517 0.023 0.02
19970518 0.02 0.02
19970519 0.02 0.019
19970520 0.024 0.018
19970521 0.054 0.018
19970522 0.053 0.017
19970523 0.04 0.016
19970524 0.028 0.015
19970525 0.021 0.014
19970526 0.018 0.014
19970527 0.016 0.013
19970528 0.013 0.012
19970529 0.012 0.011
19970530 0.011 0.011
19970531 0.009 0.009
19970601 0.009 0.009
19970602 0.008 0.008
19970603 0.007 0.007
19970604 0.007 0.007
19970605 0.006 0.006
19970606 0.005 0.005
19970607 0.005 0.005
19970608 0.045 0.006
19970609 0.086 0.006
19970610 0.047 0.006
19970611 0.039 0.007
19970612 0.067 0.007
19970613 0.042 0.007
19970614 0.048 0.008
19970615 0.037 0.008
19970616 0.024 0.009
19970617 0.017 0.009
19970618 0.013 0.009
19970619 0.011 0.01
19970620 0.01 0.01
19970621 0.015 0.011
19970622 0.029 0.011
19970623 0.031 0.012
19970624 0.036 0.013
19970625 0.027 0.014
19970626 0.026 0.014
19970627 0.045 0.015
19970628 0.083 0.016
19970629 0.096 0.017
19970630 0.422 0.017
19970701 0.447 0.018
19970702 0.316 0.019
19970703 0.192 0.02
19970704 0.114 0.02
19970705 0.161 0.021
19970706 0.283 0.022
19970707 0.144 0.023
19970708 0.093 0.023
19970709 0.07 0.024
19970710 0.057 0.025
19970711 0.046 0.026
19970712 0.033 0.026
19970713 0.027 0.027
19970714 0.027 0.027
19970715 0.035 0.026
19970716 0.048 0.026
19970717 0.038 0.025
19970718 0.08 0.024
19970719 0.262 0.023
19970720 0.103 0.023
19970721 0.1 0.022
19970722 0.165 0.021
19970723 0.089 0.021
19970724 0.056 0.02
19970725 0.051 0.019
19970726 0.044 0.018
19970727 0.033 0.018
19970728 0.026 0.017
19970729 0.028 0.016
19970730 0.023 0.016
19970731 0.018 0.015
19970801 0.016 0.014
19970802 0.017 0.013
19970803 0.016 0.013
19970804 0.013 0.012
19970805 0.011 0.011
19970806 0.01 0.01
19970807 0.008 0.008
19970808 0.007 0.007
19970809 0.006 0.006
19970810 0.006 0.006
19970811 0.005 0.005
19970812 0.005 0.005
19970813 0.005 0.005
19970814 0.005 0.005
19970815 0.004 0.004
19970816 0.004 0.004
19970817 0.004 0.004
19970818 0.004 0.004
19970819 0.004 0.004
19970820 0.004 0.004
19970821 0.004 0.004
19970822 0.004 0.004
19970823 0.004 0.004
19970824 0.004 0.004
19970825 0.004 0.004
19970826 0.005 0.004
19970827 0.005 0.004
19970828 0.007 0.004
19970829 0.006 0.004
19970830 0.005 0.004
19970831 0.005 0.004
19970901 0.005 0.004
19970902 0.012 0.004
19970903 0.009 0.004
19970904 0.007 0.004
19970905 0.007 0.004
19970906 0.006 0.004
19970907 0.006 0.004
19970908 0.006 0.004
19970909 0.006 0.004
19970910 0.005 0.004
19970911 0.005 0.004
19970912 0.005 0.004
19970913 0.004 0.004
19970914 0.004 0.004
19970915 0.004 0.004
19970916 0.004 0.004
19970917 0.004 0.004
19970918 0.004 0.004
19970919 0.004 0.004
19970920 0.004 0.004
19970921 0.004 0.004
19970922 0.004 0.004
19970923 0.004 0.004
19970924 0.004 0.003
19970925 0.004 0.003
19970926 0.004 0.003
19970927 0.004 0.003
19970928 0.004 0.003
19970929 0.003 0.003
19970930 0.003 0.003
19971001 0.005 0.003
19971002 0.004 0.003
19971003 0.004 0.004
19971004 0.004 0.004
19971005 0.004 0.004
19971006 0.004 0.004
19971007 0.004 0.004
19971008 0.004 0.004
19971009 0.005 0.004
19971010 0.011 0.004
19971011 0.036 0.005
19971012 0.045 0.005
19971013 0.036 0.005
19971014 0.055 0.005
19971015 0.05 0.005
19971016 0.041 0.005
19971017 0.034 0.006
19971018 0.029 0.006
19971019 0.025 0.006
19971020 0.021 0.006
19971021 0.017 0.006
19971022 0.015 0.006
19971023 0.014 0.007
19971024 0.012 0.007
19971025 0.011 0.007
19971026 0.011 0.007
19971027 0.011 0.007
19971028 0.01 0.007
19971029 0.009 0.008
19971030 0.009 0.008
19971031 0.009 0.008
19971101 0.008 0.008
19971102 0.008 0.008
19971103 0.008 0.008
19971104 0.008 0.008
19971105 0.008 0.008
19971106 0.008 0.008
19971107 0.013 0.008
19971108 0.01 0.008
19971109 0.012 0.008
19971110 0.012 0.008
19971111 0.012 0.008
19971112 0.015 0.008
19971113 0.015 0.008
19971114 0.013 0.008
19971115 0.013 0.008
19971116 0.015 0.008
19971117 0.015 0.008
19971118 0.015 0.008
19971119 0.013 0.008
19971120 0.012 0.008
19971121 0.01 0.008
19971122 0.01 0.008
19971123 0.009 0.008
19971124 0.01 0.008
19971125 0.01 0.008
19971126 0.009 0.008
19971127 0.008 0.008
19971128 0.008 0.008
19971129 0.014 0.011
19971130 0.018 0.012
19971201 0.016 0.013
19971202 0.016 0.015
19971203 0.013 0.013
19971204 0.011 0.011
19971205 0.01 0.01
19971206 0.012 0.012
19971207 0.03 0.021
19971208 0.034 0.022
19971209 0.029 0.024
19971210 0.118 0.025
19971211 0.161 0.026
19971212 0.146 0.028
19971213 0.144 0.029
19971214 0.106 0.03
19971215 0.078 0.031
19971216 0.085 0.033
19971217 0.045 0.034
19971218 0.039 0.035
19971219 0.039 0.037
19971220 0.038 0.038
19971221 0.082 0.042
19971222 0.161 0.047
19971223 0.113 0.051
19971224 0.12 0.056
19971225 0.156 0.06
19971226 0.124 0.065
19971227 0.097 0.069
19971228 0.106 0.074
19971229 0.12 0.078
19971230 0.098 0.083
19971231 0.087 0.087
19980101 0.09 0.085
19980102 0.112 0.083
19980103 0.215 0.081
19980104 0.231 0.079
19980105 0.203 0.077
19980106 0.273 0.075
19980107 0.251 0.073
19980108 0.206 0.071
19980109 0.15 0.068
19980110 0.117 0.066
19980111 0.095 0.064
19980112 0.079 0.062
19980113 0.072 0.06
19980114 0.063 0.058
19980115 0.053 0.053
19980116 0.059 0.054
19980117 0.052 0.052
19980118 0.057 0.05
19980119 0.081 0.049
19980120 0.098 0.047
19980121 0.082 0.046
19980122 0.066 0.044
19980123 0.055 0.043
19980124 0.052 0.041
19980125 0.044 0.04
19980126 0.036 0.036
19980127 0.033 0.033
19980128 0.033 0.033
19980129 0.033 0.033
19980130 0.039 0.032
19980131 0.047 0.031
19980201 0.035 0.029
19980202 0.028 0.028
19980203 0.026 0.026
19980204 0.024 0.024
19980205 0.024 0.024
19980206 0.028 0.023
19980207 0.038 0.023
19980208 0.047 0.023
19980209 0.05 0.023
19980210 0.045 0.022
19980211 0.039 0.022
19980212 0.036 0.022
19980213 0.032 0.022
19980214 0.03 0.021
19980215 0.029 0.021
19980216 0.03 0.021
19980217 0.029 0.021
19980218 0.027 0.02
19980219 0.028 0.02
19980220 0.026 0.02
19980221 0.027 0.02
19980222 0.024 0.019
19980223 0.019 0.019
19980224 0.019 0.019
19980225 0.019 0.019
19980226 0.02 0.019
19980227 0.024 0.02
19980228 0.03 0.02
19980301 0.031 0.02
19980302 0.044 0.02
19980303 0.082 0.021
19980304 0.238 0.021
19980305 0.303 0.021
19980306 0.505 0.021
19980307 0.856 0.022
19980308 0.55 0.022
19980309 0.274 0.022
19980310 0.193 0.022
19980311 0.15 0.022
19980312 0.124 0.023
19980313 0.104 0.023
19980314 0.111 0.023
19980315 0.112 0.023
19980316 0.107 0.024
19980317 0.089 0.024
19980318 0.075 0.024
19980319 0.063 0.024
19980320 0.059 0.024
19980321 0.053 0.025
19980322 0.049 0.025
19980323 0.05 0.025
19980324 0.04 0.025
19980325 0.037 0.026
19980326 0.036 0.026
19980327 0.036 0.026
19980328 0.035 0.026
19980329 0.033 0.027
19980330 0.031 0.027
19980331 0.027 0.027
19980401 0.028 0.028
19980402 0.042 0.032
19980403 0.087 0.035
19980404 0.106 0.038
19980405 0.098 0.04
19980406 0.081 0.043
19980407 0.081 0.046
19980408 0.438 0.048
19980409 0.232 0.051
19980410 0.154 0.054
19980411 0.169 0.057
19980412 0.154 0.059
19980413 0.105 0.062
19980414 0.096 0.065
19980415 0.09 0.067
19980416 0.165 0.07
19980417 0.126 0.073
19980418 0.086 0.075
19980419 0.078 0.078
19980420 0.075 0.075
19980421 0.144 0.074
19980422 0.1 0.073
19980423 0.071 0.071
19980424 0.09 0.069
19980425 0.086 0.067
19980426 0.151 0.065
19980427 0.149 0.063
19980428 0.157 0.061
19980429 0.106 0.059
19980430 0.077 0.057
19980501 0.063 0.055
19980502 0.055 0.053
19980503 0.046 0.046
19980504 0.04 0.04
19980505 0.037 0.037
19980506 0.039 0.039
19980507 0.042 0.042
19980508 0.037 0.037
19980509 0.032 0.032
19980510 0.028 0.028
19980511 0.027 0.027
19980512 0.024 0.024
19980513 0.021 0.021
19980514 0.018 0.018
19980515 0.016 0.016
19980516 0.015 0.015
19980517 0.015 0.015
19980518 0.014 0.014
19980519 0.014 0.014
