"cW" "cV" "cG" "cQ" "dG0" "SS" "NS"
342.117471713573 5.09799097634386 135.528923534323 68.187938980991 1036.18797576055 0.000595238439443649 0.747388535866228
219.845995679498 9.80301378448494 139.966975359642 81.05673805275 1196.52430769056 0.00138218719082364 0.413417704832282
205.098544061184 7.28964939769357 29.2461375320563 38.4842820107006 1002.06441450864 0.000676577064591322 0.712869479589576
248.561315983534 11.8460301993415 31.5706283559557 25.0100996219553 1045.87769061327 0.000539347749495307 0.771107818902608
445.612024329603 0.385091743827797 79.288755483157 38.7331526873168 1113.59563469887 0.000728805116823202 0.690704572438281
374.494227021933 13.8856976480456 44.3157149489503 4.97737158183008 1252.58124275133 0.000519488288978209 0.779535916057792
216.938243061304 4.83098382765893 13.9861672725761 32.2427944447845 1252.19531664625 0.00122017185202608 0.482174910741287
330.594996828586 12.5599621141795 130.107532855612 57.8696276175324 1398.47844839096 0.00112184627466849 0.523903008948979
201.622639410198 16.1425828400766 115.583066210337 25.8450988102704 1384.06337173656 0.00194698632602333 0.173724286145086
252.148335333914 12.3075228030793 117.262397564063 12.0611166472081 1296.10837008804 0.00113936993187394 0.516466196387305
154.546283464879 15.9453683954664 99.4012129706098 24.0940710019786 1091.64222683758 0.00128713518988247 0.453756539718413
156.840692274272 10.1986646403093 24.396456613997 81.5284205635544 1024.12197757512 0.0011986194421575 0.491321473617169
207.005764637142 13.2975120014511 90.2534817157779 57.8702120792586 1278.722958453 0.00164962083495492 0.299922339066296
323.328545317054 8.35825960505754 21.8209372203331 44.1012606739532 1129.28760228679 0.000533724100693655 0.773494422427218
142.187957745045 4.80641605504788 108.264605318569 6.4626379632391 1265.40277237073 0.00194492696539148 0.174598252055075
317.638663947582 18.7319744144334 146.577399028582 4.39541827421635 1294.8190221563 0.000655329140278427 0.721886822749572
160.791693814099 3.98611709359102 33.2191064250423 59.5950951369014 1274.38906226307 0.00189967521889481 0.19380250564431
279.166754707694 3.96998033639975 22.277716816077 39.3246874008328 1326.40082146972 0.00109709775985311 0.534405957260742
172.570420522243 9.25375248678029 28.289882342238 24.2821388731245 1208.80125220865 0.00144601796855541 0.386328751647926
171.194343362004 19.3602595011238 136.212731846515 86.1045487737283 1037.47369190678 0.00125025991927663 0.469405925713671
354.420242179185 3.75388674545102 127.630175430398 19.3066804155242 1104.51092803851 0.000541057311587274 0.770382302950576
216.885669901967 16.3638985504862 53.7135546702193 34.3578800417017 1200.22025452927 0.00118016557040529 0.499153057153035
472.734496369958 7.07442145175301 91.592822692031 72.6489082004409 1168.74899668619 0.000774629676119156 0.671257224535388
299.806417617947 18.2531291658292 48.4068138290662 72.9067893978208 1155.03633106127 0.000765577701757493 0.675098764908584
407.56010375917 6.39955434983131 121.489965710393 36.2154305635486 1048.98702604696 0.000669728894645458 0.71577575398657
179.123728722334 15.2693949470529 88.9725779980654 29.4538908852264 1308.40876633301 0.0018654410683847 0.208331034567639
113.00952443853 13.0581944564357 55.6740941084921 34.4466402912512 1340.64610684291 0.00250013192552035 -0.0610235233187968
104.644641187042 8.55855375449173 6.91980931770522 48.031537585659 1209.60299894214 0.00170721344618678 0.275480782737765
398.907687142491 10.3997572468361 149.703770529735 15.8164750854485 1138.26220789924 0.000642654261627212 0.727265876657438
392.180421482772 14.0513472043676 66.3704757638741 61.4994723007549 1129.25761733204 0.000610207898129506 0.741035691988304
432.486165128648 17.1412648092024 32.0314081308432 12.7696073707193 1131.06968542561 0.000728515871224696 0.690827324514241
169.897370040417 6.45064272773452 19.9919596443884 91.4779956324492 1073.10072891414 0.00125666654391985 0.466687037409361
493.887932691723 12.3098260915605 10.5023556097411 64.2210894390009 1073.82436236367 0.000751519143444461 0.681065034496926
223.65208780393 19.8645479483064 45.0093832312152 52.7674481028225 1036.55644869432 0.000755516796981832 0.67936848224785
370.926887355745 0.539915288751945 35.2712077141739 69.0921006952412 1255.40388850495 0.000704669186646317 0.700947547784282
363.661296386272 8.68437980404124 141.509863343928 2.56575800501741 1116.10177457333 0.00068525543590951 0.709186491496547
129.168274253607 0.492008266295306 15.6426056681434 47.9849203319754 1223.06414945051 0.00179987313617642 0.236157213553726
276.714484300464 6.88672390363645 89.7466107427841 12.7991337981075 1132.38678937778 0.000581427091319491 0.7532498926606
374.313783738762 0.464198497217149 90.0650585986208 14.4510145988315 1245.01709267497 0.000564422620348311 0.76046636932643
294.15526073426 18.6908298758324 45.818285599025 90.8939713996369 1344.49965842068 0.00130431739225524 0.446464636153708
490.8477909863 15.8613961546449 111.929940876714 87.0989377235528 1051.79686071351 0.000899269731388652 0.618361603612837
119.833501148969 6.84080841606483 133.560195200867 14.2550286727492 1230.23604089394 0.00209006761546599 0.113002444911107
306.527302600443 9.36567879710346 85.2968380093575 34.5123532575089 1041.70662760735 0.000512159196837781 0.782646287589065
393.076454568654 9.48967339331284 63.8909460809082 44.1254184253048 1052.69756065682 0.000599901215762765 0.745409714145639
192.577943298966 14.9046187523752 33.7810954369605 83.3861680496484 1038.16183228046 0.00103602807460447 0.56032313864988
192.74018201977 19.6026901202044 123.750158158573 54.3923702030443 1103.0695900321 0.00117453869705533 0.501541029134075
400.589339155704 5.16110019020271 21.4428454279434 78.6157116170507 1328.79889681935 0.00076384415924212 0.675834457840908
227.066344209015 18.2047871200368 63.754544418538 43.5043354558293 1084.75123299286 0.000822539884472728 0.650924754255978
104.087211471051 0.355426238127984 47.5555389632005 46.1586682933848 1100.32844422385 0.00174784044060159 0.258239213876605
194.945771992207 5.35152186288033 4.52444404750131 62.1858729941305 1053.912961483 0.000932565382253807 0.604231361751786
240.122791565955 15.4410264842911 118.633773269318 57.9076306531206 1190.28430655599 0.00112067351487016 0.524400712978329
266.925663407892 14.0599243179429 0.867819228977896 60.9595350052696 1391.41107080504 0.00118064154112176 0.498951061361763
472.014716826379 9.84093763530254 65.9917726051761 81.9508249938954 1368.44633016735 0.000811587089784939 0.655572978092169
329.201990179718 2.8543246001238 148.666499688756 25.1490530231968 1190.37945643067 0.00058940971568731 0.749862170538573
303.312051203102 15.7354530069511 149.443290928588 47.4359835798386 1126.65339335799 0.000642884891044623 0.727168000527565
214.295735023916 12.9548186968081 45.5203063514084 35.0731214180123 1201.30834328011 0.0011945661849908 0.493041623324484
434.689815621823 15.8868079299806 15.1696563985664 43.9469839613885 1398.01631206647 0.000687082870763676 0.708410951874893
157.544383965433 5.48292809098493 43.800529505848 44.017745205434 1096.38860151172 0.00130720916744534 0.445237404314647
489.068854413927 4.86059555429965 40.8275397842983 8.24335746909492 1008.23063002899 0.0015192703208797 0.355241404551899
413.526098616421 13.7809965614928 144.208330257726 56.8093069777824 1102.56673907861 0.000655220841214544 0.721932783465949
477.069918252528 9.87543717275839 9.10839798683301 25.2929387826007 1039.79713013396 0.000780545353369188 0.668746687929469
426.136651169509 14.2903927960899 18.9478872005362 15.2970515068155 1063.23861470446 0.000691129603459412 0.706693571068332
420.263331476599 5.14929576781578 78.5128559020814 3.56192433531396 1281.16472186521 0.000685285095326276 0.709173904425219
218.865264952183 9.15812036492862 131.400643586926 39.0121591011994 1156.66918894276 0.00108389637967041 0.540008451581596
278.802354633808 14.69163166543 93.5056709163822 95.2225151592866 1023.40819127858 0.00071659229971358 0.69588753342807
149.229473434389 9.45456488805357 40.228979186737 18.3395134690218 1140.53943911567 0.00139629304675211 0.407431362750138
219.998382590711 15.3919115805533 110.686528324452 88.4778043183032 1128.17690279335 0.00118875963760622 0.495505846632628
193.577483389527 14.3205427951878 133.074640100379 31.5938869388774 1117.21550831571 0.00111244769994432 0.52789164201519
231.370999198407 19.6335276915459 51.1194427535404 46.8598391616251 1339.01494704187 0.00159398339278416 0.32353414703446
486.836910899729 6.24360981245991 63.6757498869672 5.68994756741449 1390.01604011282 0.000909332689779655 0.614091014745888
134.870252013206 6.47895185856614 62.6326893368969 43.4509690245613 1370.95334865153 0.0024592867993494 -0.0436893821729121
108.253285568208 5.71935347446706 76.4216490174411 99.9176483147312 1055.28336949646 0.00175644769200044 0.254586408153804
429.61557507515 19.2254716974916 95.8784958014963 35.5169364728499 1338.20426361635 0.000674177535016659 0.713887808781579
331.623145658523 11.0622371878475 13.4094347591978 80.779917169828 1396.09967907891 0.0011242911326982 0.522865442949277
141.76177456975 19.0594049978536 114.710352933453 43.6689706668258 1191.73220545053 0.00182648224892304 0.224864651641045
284.767840057611 6.39131614579819 110.332322886307 75.587022745749 1207.86930778995 0.00096643107001332 0.589859203635076
217.676346097142 0.114315960509703 85.3573409021366 51.6399486633018 1123.32883700728 0.0010279932364158 0.563733019639445
434.296229481697 14.8749625318684 99.1438025211683 12.560248136986 1188.5695554316 0.000746816328746836 0.683060847985429
360.099829547107 6.61267366737593 61.5140718057985 80.1941954025533 1037.74475185201 0.000609585370833544 0.741299884488781
452.68373331055 17.3812356351875 68.4147678492125 69.6399620387238 1143.31792546436 0.000722381065269327 0.693430856497173
481.52441913262 6.03518095368054 27.4533422525041 62.5605103098787 1263.88114821166 0.000731262656368108 0.689661624568204
104.969418141991 18.9241780842887 130.959529271233 53.7557177457493 1387.7131328918 0.00277951635192469 -0.179590645892635
412.435278855264 8.9565626925556 76.0910153680015 12.1374801353086 1334.17115416378 0.000626411861066488 0.73415894053706
109.0466610156 15.4377272708341 0.287476802943274 96.8851995584555 1148.65493103862 0.00118616853322293 0.496605477685687
336.189280822873 13.4720111991744 27.6459195333999 94.0440372005105 1123.30357832834 0.000682092608182504 0.710528754512472
204.300893191248 2.87650863574818 13.1290652834112 70.3615877074189 1284.67846866697 0.00153009125680615 0.350649139861748
