DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = som van de neerslag in tiende millimeters van 08.00 - 08.00 UTC/
           daily precipitation amount in 0.1 mm over the period 08.00 - 08.00 UTC
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
680,20030926,    0,    0, Aalten
680,20030927,    1,    0, Aalten
680,20030928,    3,    0, Aalten
680,20030929,   88,    0, Aalten
680,20030930,    0,    0, Aalten
680,20031001,    0,    0, Aalten
680,20031002,  113,    0, Aalten
680,20031003,    2,    0, Aalten
680,20031004,   26,    0, Aalten
680,20031005,   40,    0, Aalten
680,20031006,   10,    0, Aalten
680,20031007,  113,    0, Aalten
680,20031008,   99,    0, Aalten
680,20031009,   76,    0, Aalten
680,20031010,    4,    0, Aalten
680,20031011,   10,    0, Aalten
680,20031012,    0,    0, Aalten
680,20031013,    0,    0, Aalten
680,20031014,    0,    0, Aalten
680,20031015,    0,    0, Aalten
680,20031016,    0,    0, Aalten
680,20031017,    1,    0, Aalten
680,20031018,    0,    0, Aalten
680,20031019,    0,    0, Aalten
680,20031020,    0,    0, Aalten
680,20031021,    8,    0, Aalten
680,20031022,    2,    0, Aalten
680,20031023,    0,    0, Aalten
680,20031024,    0,    0, Aalten
680,20031025,    5,    0, Aalten
680,20031026,   21,    0, Aalten
680,20031027,   63,    0, Aalten
680,20031028,    0,    0, Aalten
680,20031029,    0,    0, Aalten
680,20031030,    2,    0, Aalten
680,20031031,   12,    0, Aalten
680,20031101,   68,    0, Aalten
680,20031102,    9,    0, Aalten
680,20031103,    6,    0, Aalten
680,20031104,   42,    0, Aalten
680,20031105,    0,    0, Aalten
680,20031106,    0,    0, Aalten
680,20031107,    0,    0, Aalten
680,20031108,    0,    0, Aalten
680,20031109,    0,    0, Aalten
680,20031110,    0,    0, Aalten
680,20031111,    0,    0, Aalten
680,20031112,    0,    0, Aalten
680,20031113,    0,    0, Aalten
680,20031114,    0,    0, Aalten
680,20031115,    4,    0, Aalten
680,20031116,    0,    0, Aalten
680,20031117,   68,    0, Aalten
680,20031118,   18,    0, Aalten
680,20031119,   26,    0, Aalten
680,20031120,    4,    0, Aalten
680,20031121,    0,    0, Aalten
680,20031122,    0,    0, Aalten
680,20031123,   28,    0, Aalten
680,20031124,   16,    0, Aalten
680,20031125,    9,    0, Aalten
680,20031126,    1,    0, Aalten
680,20031127,   24,    0, Aalten
680,20031128,    2,    0, Aalten
680,20031129,    0,    0, Aalten
680,20031130,    5,    0, Aalten
680,20031201,   10,    0, Aalten
680,20031202,    0,    0, Aalten
680,20031203,    0,    0, Aalten
680,20031204,    1,    0, Aalten
680,20031205,    1,    0, Aalten
680,20031206,    9,    0, Aalten
680,20031207,    0,    0, Aalten
680,20031208,    0,    0, Aalten
680,20031209,    0,    0, Aalten
680,20031210,    0,    0, Aalten
680,20031211,    1,    0, Aalten
680,20031212,   51,    0, Aalten
680,20031213,  109,    0, Aalten
680,20031214,  344,    0, Aalten
680,20031215,   40,    0, Aalten
680,20031216,   28,    0, Aalten
680,20031217,    0,    0, Aalten
680,20031218,    0,    0, Aalten
680,20031219,    0,    0, Aalten
680,20031220,    3,    0, Aalten
680,20031221,   17,    0, Aalten
680,20031222,  107,    0, Aalten
680,20031223,    0,    1, Aalten
680,20031224,   73,    0, Aalten
680,20031225,    4,    0, Aalten
680,20031226,    2,    0, Aalten
680,20031227,   49,    0, Aalten
680,20031228,  122,    0, Aalten
680,20031229,   54,    0, Aalten
680,20031230,    0,    0, Aalten
680,20031231,    0,    0, Aalten
680,20040101,    0,    0, Aalten
680,20040102,    0,    0, Aalten
680,20040103,    0,    0, Aalten
680,20040104,   13,    1, Aalten
680,20040105,   18,    0, Aalten
680,20040106,   34,    0, Aalten
680,20040107,   70,    0, Aalten
680,20040108,    0,    0, Aalten
680,20040109,   32,    0, Aalten
680,20040110,   68,    0, Aalten
680,20040111,   32,    0, Aalten
680,20040112,  194,    0, Aalten
680,20040113,  108,    0, Aalten
680,20040114,   88,    0, Aalten
680,20040115,   98,    0, Aalten
680,20040116,   68,    0, Aalten
680,20040117,  206,    0, Aalten
680,20040118,   56,    0, Aalten
680,20040119,   12,    0, Aalten
680,20040120,  131,    0, Aalten
680,20040121,    0,    0, Aalten
680,20040122,    0,    0, Aalten
680,20040123,    0,    0, Aalten
680,20040124,    0,    0, Aalten
680,20040125,   60,    0, Aalten
680,20040126,   22,    0, Aalten
680,20040127,    0,    0, Aalten
680,20040128,   18,    1, Aalten
680,20040129,   52,    1, Aalten
680,20040130,   40,    1, Aalten
680,20040131,    3,    0, Aalten
680,20040201,   95,    0, Aalten
680,20040202,   76,    0, Aalten
680,20040203,  107,    0, Aalten
680,20040204,    7,    0, Aalten
680,20040205,    2,    0, Aalten
680,20040206,   35,    0, Aalten
680,20040207,   51,    0, Aalten
680,20040208,  156,    0, Aalten
680,20040209,   42,    0, Aalten
680,20040210,   26,    0, Aalten
680,20040211,   92,    0, Aalten
680,20040212,   21,    0, Aalten
680,20040213,    3,    0, Aalten
680,20040214,    5,    0, Aalten
680,20040215,    0,    0, Aalten
680,20040216,    0,    0, Aalten
680,20040217,    0,    0, Aalten
680,20040218,    3,    0, Aalten
680,20040219,    1,    0, Aalten
680,20040220,    0,    0, Aalten
680,20040221,    0,    0, Aalten
680,20040222,    0,    0, Aalten
680,20040223,    0,    0, Aalten
680,20040224,    1,    0, Aalten
680,20040225,   51,    0, Aalten
680,20040226,    0,    2, Aalten
680,20040227,   47,    1, Aalten
680,20040228,    0,  998, Aalten
680,20040229,    0,  998, Aalten
680,20040301,    0,  998, Aalten
680,20040302,    0,    0, Aalten
680,20040303,    0,    0, Aalten
680,20040304,    0,    0, Aalten
680,20040305,    0,    0, Aalten
680,20040306,   10,    0, Aalten
680,20040307,   16,    0, Aalten
680,20040308,    5,    0, Aalten
680,20040309,    0,    0, Aalten
680,20040310,    3,    0, Aalten
680,20040311,   12,    0, Aalten
680,20040312,    0,    0, Aalten
680,20040313,   60,    0, Aalten
680,20040314,    1,    0, Aalten
680,20040315,    3,    0, Aalten
680,20040316,    0,    0, Aalten
680,20040317,    0,    0, Aalten
680,20040318,    0,    0, Aalten
680,20040319,    0,    0, Aalten
680,20040320,   85,    0, Aalten
680,20040321,   55,    0, Aalten
680,20040322,  126,    0, Aalten
680,20040323,   21,    0, Aalten
680,20040324,    2,    0, Aalten
680,20040325,    0,    0, Aalten
680,20040326,    0,    0, Aalten
680,20040327,    0,    0, Aalten
680,20040328,    0,    0, Aalten
680,20040329,    0,    0, Aalten
680,20040330,    0,    0, Aalten
680,20040331,    0,    0, Aalten
680,20040401,    0,    0, Aalten
680,20040402,    0,    0, Aalten
680,20040403,    1,    0, Aalten
680,20040404,   30,    0, Aalten
680,20040405,    6,    0, Aalten
680,20040406,  140,    0, Aalten
680,20040407,   95,    0, Aalten
680,20040408,   30,    0, Aalten
680,20040409,   27,    0, Aalten
680,20040410,    0,    0, Aalten
680,20040411,    3,    0, Aalten
680,20040412,    0,    0, Aalten
680,20040413,    5,    0, Aalten
680,20040414,    0,    0, Aalten
680,20040415,    0,    0, Aalten
680,20040416,    0,    0, Aalten
680,20040417,    0,    0, Aalten
680,20040418,    0,    0, Aalten
680,20040419,    4,    0, Aalten
680,20040420,    0,    0, Aalten
680,20040421,    0,    0, Aalten
680,20040422,    0,    0, Aalten
680,20040423,   39,    0, Aalten
680,20040424,    0,    0, Aalten
680,20040425,    0,    0, Aalten
680,20040426,    0,    0, Aalten
680,20040427,    0,    0, Aalten
680,20040428,    0,    0, Aalten
680,20040429,   74,    0, Aalten
680,20040430,    0,    0, Aalten
680,20040501,    0,    0, Aalten
680,20040502,  120,    0, Aalten
680,20040503,    0,    0, Aalten
680,20040504,   81,    0, Aalten
680,20040505,   18,    0, Aalten
680,20040506,    0,    0, Aalten
680,20040507,   70,    0, Aalten
680,20040508,  252,    0, Aalten
680,20040509,    0,    0, Aalten
680,20040510,   25,    0, Aalten
680,20040511,    0,    0, Aalten
680,20040512,    0,    0, Aalten
680,20040513,    0,    0, Aalten
680,20040514,    0,    0, Aalten
680,20040515,    0,    0, Aalten
680,20040516,    0,    0, Aalten
680,20040517,    0,    0, Aalten
680,20040518,    0,    0, Aalten
680,20040519,    0,    0, Aalten
680,20040520,    0,    0, Aalten
680,20040521,    8,    0, Aalten
680,20040522,    0,    0, Aalten
680,20040523,   16,    0, Aalten
680,20040524,    0,    0, Aalten
680,20040525,    0,    0, Aalten
680,20040526,    0,    0, Aalten
680,20040527,    0,    0, Aalten
680,20040528,    0,    0, Aalten
680,20040529,    0,    0, Aalten
680,20040530,    0,    0, Aalten
680,20040531,  145,    0, Aalten
680,20040601,   93,    0, Aalten
680,20040602,    0,    0, Aalten
680,20040603,   43,    0, Aalten
680,20040604,   12,    0, Aalten
680,20040605,   47,    0, Aalten
680,20040606,   13,    0, Aalten
680,20040607,    0,    0, Aalten
680,20040608,    0,    0, Aalten
680,20040609,    0,    0, Aalten
680,20040610,    2,    0, Aalten
680,20040611,   12,    0, Aalten
680,20040612,    5,    0, Aalten
680,20040613,  125,    0, Aalten
680,20040614,    0,    0, Aalten
680,20040615,    0,    0, Aalten
680,20040616,    0,    0, Aalten
680,20040617,    0,    0, Aalten
680,20040618,    2,    0, Aalten
680,20040619,   64,    0, Aalten
680,20040620,   17,    0, Aalten
680,20040621,   63,    0, Aalten
680,20040622,    2,    0, Aalten
680,20040623,   28,    0, Aalten
680,20040624,   42,    0, Aalten
680,20040625,   45,    0, Aalten
680,20040626,   33,    0, Aalten
680,20040627,   10,    0, Aalten
680,20040628,    2,    0, Aalten
680,20040629,    0,    0, Aalten
680,20040630,    0,    0, Aalten
680,20040701,    8,    0, Aalten
680,20040702,    5,    0, Aalten
680,20040703,   32,    0, Aalten
680,20040704,   30,    0, Aalten
680,20040705,  178,    0, Aalten
680,20040706,    7,    0, Aalten
680,20040707,    0,    0, Aalten
680,20040708,   40,    0, Aalten
680,20040709,   45,    0, Aalten
680,20040710,  132,    0, Aalten
680,20040711,    0,    0, Aalten
680,20040712,   69,    0, Aalten
680,20040713,    0,    0, Aalten
680,20040714,    5,    0, Aalten
680,20040715,   26,    0, Aalten
680,20040716,   12,    0, Aalten
680,20040717,   16,    0, Aalten
680,20040718,  115,    0, Aalten
680,20040719,   63,    0, Aalten
680,20040720,   40,    0, Aalten
680,20040721,  210,    0, Aalten
680,20040722,  110,    0, Aalten
680,20040723,    4,    0, Aalten
680,20040724,    0,    0, Aalten
680,20040725,    0,    0, Aalten
680,20040726,   78,    0, Aalten
680,20040727,    4,    0, Aalten
680,20040728,    0,    0, Aalten
680,20040729,    0,    0, Aalten
680,20040730,    0,    0, Aalten
680,20040731,    0,    0, Aalten
680,20040801,    0,    0, Aalten
680,20040802,    0,    0, Aalten
680,20040803,    0,    0, Aalten
680,20040804,    0,    0, Aalten
680,20040805,    0,    0, Aalten
680,20040806,    0,    0, Aalten
680,20040807,    0,    0, Aalten
680,20040808,    0,    0, Aalten
680,20040809,    0,    0, Aalten
680,20040810,    0,    0, Aalten
680,20040811,  765,    0, Aalten
680,20040812,    6,    0, Aalten
680,20040813,  128,    0, Aalten
680,20040814,  150,    0, Aalten
680,20040815,    0,    0, Aalten
680,20040816,    2,    0, Aalten
680,20040817,   13,    0, Aalten
680,20040818,    6,    0, Aalten
680,20040819,  314,    0, Aalten
680,20040820,   18,    0, Aalten
680,20040821,   59,    0, Aalten
680,20040822,   42,    0, Aalten
680,20040823,    3,    0, Aalten
680,20040824,    0,    0, Aalten
680,20040825,   16,    0, Aalten
680,20040826,   55,    0, Aalten
680,20040827,   15,    0, Aalten
680,20040828,   82,    0, Aalten
680,20040829,    0,    0, Aalten
680,20040830,   10,    0, Aalten
680,20040831,   21,    0, Aalten
680,20040901,   23,    0, Aalten
680,20040902,    0,    0, Aalten
680,20040903,    0,    0, Aalten
680,20040904,    0,    0, Aalten
680,20040905,    0,    0, Aalten
680,20040906,    0,    0, Aalten
680,20040907,    0,    0, Aalten
680,20040908,    0,    0, Aalten
680,20040909,    0,    0, Aalten
680,20040910,    0,    0, Aalten
680,20040911,    1,    0, Aalten
680,20040912,   78,    0, Aalten
680,20040913,    0,    0, Aalten
680,20040914,   81,    0, Aalten
680,20040915,    0,    0, Aalten
680,20040916,  123,    0, Aalten
680,20040917,    0,    0, Aalten
680,20040918,    0,    0, Aalten
680,20040919,   78,    0, Aalten
680,20040920,    0,    0, Aalten
680,20040921,   57,    0, Aalten
680,20040922,   61,    0, Aalten
680,20040923,  157,    0, Aalten
680,20040924,   51,    0, Aalten
680,20040925,   11,    0, Aalten
680,20040926,   20,    0, Aalten
680,20040927,   32,    0, Aalten
680,20040928,    2,    0, Aalten
680,20040929,   39,    0, Aalten
680,20040930,    0,    0, Aalten
680,20041001,    2,    0, Aalten
680,20041002,   42,    0, Aalten
680,20041003,    2,    0, Aalten
680,20041004,    0,    0, Aalten
680,20041005,    1,    0, Aalten
680,20041006,   11,    0, Aalten
680,20041007,    0,    0, Aalten
680,20041008,    0,    0, Aalten
680,20041009,    0,    0, Aalten
680,20041010,    0,    0, Aalten
680,20041011,    0,    0, Aalten
680,20041012,    0,    0, Aalten
680,20041013,    0,    0, Aalten
680,20041014,    0,    0, Aalten
680,20041015,    9,    0, Aalten
680,20041016,  114,    0, Aalten
680,20041017,   17,    0, Aalten
680,20041018,   14,    0, Aalten
680,20041019,   52,    0, Aalten
680,20041020,    1,    0, Aalten
680,20041021,  171,    0, Aalten
680,20041022,    0,    0, Aalten
680,20041023,   15,    0, Aalten
680,20041024,    5,    0, Aalten
680,20041025,    5,    0, Aalten
680,20041026,    0,    0, Aalten
680,20041027,    0,    0, Aalten
680,20041028,   18,    0, Aalten
680,20041029,    3,    0, Aalten
680,20041030,   68,    0, Aalten
680,20041031,    2,    0, Aalten
680,20041101,    0,    0, Aalten
680,20041102,    6,    0, Aalten
680,20041103,    3,    0, Aalten
680,20041104,    0,    0, Aalten
680,20041105,    0,    0, Aalten
680,20041106,   20,    0, Aalten
680,20041107,   84,    0, Aalten
680,20041108,    2,    0, Aalten
680,20041109,    0,    0, Aalten
680,20041110,  181,    0, Aalten
680,20041111,    8,    0, Aalten
680,20041112,    0,    0, Aalten
680,20041113,   24,    0, Aalten
680,20041114,   18,    0, Aalten
680,20041115,    0,    0, Aalten
680,20041116,    3,    0, Aalten
680,20041117,   13,    0, Aalten
680,20041118,   46,    0, Aalten
680,20041119,  275,  998, Aalten
680,20041120,   70,    0, Aalten
680,20041121,   20,    0, Aalten
680,20041122,   43,    0, Aalten
680,20041123,   63,    0, Aalten
680,20041124,    0,    0, Aalten
680,20041125,    0,    0, Aalten
680,20041126,    0,    0, Aalten
680,20041127,   23,    0, Aalten
680,20041128,    5,    0, Aalten
680,20041129,   72,    0, Aalten
680,20041130,    0,    0, Aalten
680,20041201,    0,    0, Aalten
680,20041202,   60,    0, Aalten
680,20041203,    2,    0, Aalten
680,20041204,    1,    0, Aalten
680,20041205,    3,    0, Aalten
680,20041206,    2,    0, Aalten
680,20041207,    0,    0, Aalten
680,20041208,    3,    0, Aalten
680,20041209,    0,    0, Aalten
680,20041210,    0,    0, Aalten
680,20041211,    1,    0, Aalten
680,20041212,    0,    0, Aalten
680,20041213,    0,    0, Aalten
680,20041214,    0,    0, Aalten
680,20041215,    1,    0, Aalten
680,20041216,    0,    0, Aalten
680,20041217,   43,    0, Aalten
680,20041218,  108,    0, Aalten
680,20041219,   18,    0, Aalten
680,20041220,    0,    0, Aalten
680,20041221,    0,    0, Aalten
680,20041222,    0,    0, Aalten
680,20041223,   56,  998, Aalten
680,20041224,    3,    0, Aalten
680,20041225,  215,    0, Aalten
680,20041226,    0,    0, Aalten
680,20041227,    0,    0, Aalten
680,20041228,    0,    0, Aalten
680,20041229,   75,    2, Aalten
680,20041230,    0,    0, Aalten
680,20041231,    5,    0, Aalten
680,20050101,   15,    0, Aalten
680,20050102,   14,    0, Aalten
680,20050103,    2,    0, Aalten
680,20050104,    0,    0, Aalten
680,20050105,   18,    0, Aalten
680,20050106,   25,    0, Aalten
680,20050107,    2,    0, Aalten
680,20050108,    0,    0, Aalten
680,20050109,    0,    0, Aalten
680,20050110,    3,    0, Aalten
680,20050111,   35,    0, Aalten
680,20050112,   12,    0, Aalten
680,20050113,    0,    0, Aalten
680,20050114,   30,    0, Aalten
680,20050115,    0,    0, Aalten
680,20050116,    0,    0, Aalten
680,20050117,    3,    0, Aalten
680,20050118,  123,    0, Aalten
680,20050119,   88,    0, Aalten
680,20050120,   10,    0, Aalten
680,20050121,  117,    0, Aalten
680,20050122,   63,    0, Aalten
680,20050123,    0,    0, Aalten
680,20050124,   52,    4, Aalten
680,20050125,    3,    4, Aalten
680,20050126,    1,    1, Aalten
680,20050127,    0,    1, Aalten
680,20050128,    2,  998, Aalten
680,20050129,    0,    0, Aalten
680,20050130,    0,    0, Aalten
680,20050131,   38,    0, Aalten
680,20050201,   81,    0, Aalten
680,20050202,   18,    0, Aalten
680,20050203,   41,    0, Aalten
680,20050204,    2,    0, Aalten
680,20050205,    0,    0, Aalten
680,20050206,    0,    0, Aalten
680,20050207,    0,    0, Aalten
680,20050208,    0,    0, Aalten
680,20050209,    0,    0, Aalten
680,20050210,   31,    0, Aalten
680,20050211,   99,    0, Aalten
680,20050212,   95,    0, Aalten
680,20050213,  120,    1, Aalten
680,20050214,   54,    0, Aalten
680,20050215,   42,    0, Aalten
680,20050216,    0,    0, Aalten
680,20050217,    0,    0, Aalten
680,20050218,    0,    0, Aalten
680,20050219,   58,  998, Aalten
680,20050220,   12,    0, Aalten
680,20050221,   41,    1, Aalten
680,20050222,    1,    0, Aalten
680,20050223,   20,    1, Aalten
680,20050224,   28,    2, Aalten
680,20050225,    0,    0, Aalten
680,20050226,    0,    0, Aalten
680,20050227,    0,    0, Aalten
680,20050228,    0,    0, Aalten
680,20050301,    1,  997, Aalten
680,20050302,   22,  998, Aalten
680,20050303,   88,    8, Aalten
680,20050304,    0,    8, Aalten
680,20050305,    8,    8, Aalten
680,20050306,    0,    5, Aalten
680,20050307,   17,    4, Aalten
680,20050308,   23,    0, Aalten
680,20050309,   15,    0, Aalten
680,20050310,    8,    0, Aalten
680,20050311,    2,    0, Aalten
680,20050312,  145,    2, Aalten
680,20050313,   75,    0, Aalten
680,20050314,   10,    0, Aalten
680,20050315,    0,    0, Aalten
680,20050316,    0,    0, Aalten
680,20050317,    3,    0, Aalten
680,20050318,    0,    0, Aalten
680,20050319,    1,    0, Aalten
680,20050320,    6,    0, Aalten
680,20050321,    0,    0, Aalten
680,20050322,    2,    0, Aalten
680,20050323,   16,    0, Aalten
680,20050324,    2,    0, Aalten
680,20050325,   43,    0, Aalten
680,20050326,    3,    0, Aalten
680,20050327,    0,    0, Aalten
680,20050328,  122,    0, Aalten
680,20050329,   17,    0, Aalten
680,20050330,   10,    0, Aalten
680,20050331,    0,    0, Aalten
680,20050401,    0,    0, Aalten
680,20050402,    0,    0, Aalten
680,20050403,    0,    0, Aalten
680,20050404,    0,    0, Aalten
680,20050405,   23,    0, Aalten
680,20050406,    0,    0, Aalten
680,20050407,   28,    0, Aalten
680,20050408,   44,    0, Aalten
680,20050409,   65,    0, Aalten
680,20050410,   40,    0, Aalten
680,20050411,    7,    0, Aalten
680,20050412,    0,    0, Aalten
680,20050413,    0,    0, Aalten
680,20050414,   15,    0, Aalten
680,20050415,    0,    0, Aalten
680,20050416,   19,    0, Aalten
680,20050417,    0,    0, Aalten
680,20050418,    0,    0, Aalten
680,20050419,    0,    0, Aalten
680,20050420,  255,    0, Aalten
680,20050421,    0,    0, Aalten
680,20050422,    0,    0, Aalten
680,20050423,    0,    0, Aalten
680,20050424,    0,    0, Aalten
680,20050425,    0,    0, Aalten
680,20050426,    0,    0, Aalten
680,20050427,  130,    0, Aalten
680,20050428,   35,    0, Aalten
680,20050429,   89,    0, Aalten
680,20050430,    0,    0, Aalten
680,20050501,    0,    0, Aalten
680,20050502,    3,    0, Aalten
680,20050503,   20,    0, Aalten
680,20050504,   70,    0, Aalten
680,20050505,   95,    0, Aalten
680,20050506,   40,    0, Aalten
680,20050507,   70,    0, Aalten
680,20050508,   87,    0, Aalten
680,20050509,   69,    0, Aalten
680,20050510,   23,    0, Aalten
680,20050511,   29,    0, Aalten
680,20050512,    0,    0, Aalten
680,20050513,    0,    0, Aalten
680,20050514,    0,    0, Aalten
680,20050515,   27,    0, Aalten
680,20050516,    0,    0, Aalten
680,20050517,   37,    0, Aalten
680,20050518,    0,    0, Aalten
680,20050519,    0,    0, Aalten
680,20050520,   30,    0, Aalten
680,20050521,   76,    0, Aalten
680,20050522,    1,    0, Aalten
680,20050523,    0,    0, Aalten
680,20050524,    0,    0, Aalten
680,20050525,    2,    0, Aalten
680,20050526,    0,    0, Aalten
680,20050527,    0,    0, Aalten
680,20050528,    0,    0, Aalten
680,20050529,    0,    0, Aalten
680,20050530,   26,    0, Aalten
680,20050531,   56,    0, Aalten
680,20050601,   52,    0, Aalten
680,20050602,    3,    0, Aalten
680,20050603,    0,    0, Aalten
680,20050604,   65,    0, Aalten
680,20050605,   67,    0, Aalten
680,20050606,   81,    0, Aalten
680,20050607,    0,    0, Aalten
680,20050608,    0,    0, Aalten
680,20050609,    0,    0, Aalten
680,20050610,    0,    0, Aalten
680,20050611,    0,    0, Aalten
680,20050612,   29,    0, Aalten
680,20050613,   97,    0, Aalten
680,20050614,   10,    0, Aalten
680,20050615,    0,    0, Aalten
680,20050616,    0,    0, Aalten
680,20050617,    0,    0, Aalten
680,20050618,    0,    0, Aalten
680,20050619,    0,    0, Aalten
680,20050620,    0,    0, Aalten
680,20050621,    0,    0, Aalten
680,20050622,    0,    0, Aalten
680,20050623,    0,    0, Aalten
680,20050624,    0,    0, Aalten
680,20050625,    4,    0, Aalten
680,20050626,    9,    0, Aalten
680,20050627,    0,    0, Aalten
680,20050628,    0,    0, Aalten
680,20050629,    0,    0, Aalten
680,20050630,  149,    0, Aalten
680,20050701,  151,    0, Aalten
680,20050702,   28,    0, Aalten
680,20050703,    5,    0, Aalten
680,20050704,    0,    0, Aalten
680,20050705,   98,    0, Aalten
680,20050706,   19,    0, Aalten
680,20050707,  118,    0, Aalten
680,20050708,   63,    0, Aalten
680,20050709,   20,    0, Aalten
680,20050710,    0,    0, Aalten
680,20050711,    0,    0, Aalten
680,20050712,    0,    0, Aalten
680,20050713,    0,    0, Aalten
680,20050714,    0,    0, Aalten
680,20050715,    0,    0, Aalten
680,20050716,    0,    0, Aalten
680,20050717,    0,    0, Aalten
680,20050718,    0,    0, Aalten
680,20050719,    0,    0, Aalten
680,20050720,    0,    0, Aalten
680,20050721,   22,    0, Aalten
680,20050722,   32,    0, Aalten
680,20050723,    0,    0, Aalten
680,20050724,    0,    0, Aalten
680,20050725,   51,    0, Aalten
680,20050726,   83,    0, Aalten
680,20050727,   11,    0, Aalten
680,20050728,   34,    0, Aalten
680,20050729,   20,    0, Aalten
680,20050730,  365,    0, Aalten
680,20050731,    5,    0, Aalten
680,20050801,   60,    0, Aalten
680,20050802,    0,    0, Aalten
680,20050803,    0,    0, Aalten
680,20050804,   56,    0, Aalten
680,20050805,    2,    0, Aalten
680,20050806,   87,    0, Aalten
680,20050807,   21,    0, Aalten
680,20050808,   69,    0, Aalten
680,20050809,    0,    0, Aalten
680,20050810,    0,    0, Aalten
680,20050811,   23,    0, Aalten
680,20050812,   98,    0, Aalten
680,20050813,  210,    0, Aalten
680,20050814,  136,    0, Aalten
680,20050815,   94,    0, Aalten
680,20050816,    0,    0, Aalten
680,20050817,    0,    0, Aalten
680,20050818,    0,    0, Aalten
680,20050819,    0,    0, Aalten
680,20050820,   13,    0, Aalten
680,20050821,    0,    0, Aalten
680,20050822,    0,    0, Aalten
680,20050823,    0,    0, Aalten
680,20050824,   16,    0, Aalten
680,20050825,   80,    0, Aalten
680,20050826,   62,    0, Aalten
680,20050827,    5,    0, Aalten
680,20050828,    0,    0, Aalten
680,20050829,    0,    0, Aalten
680,20050830,    0,    0, Aalten
680,20050831,    0,    0, Aalten
680,20050901,    0,    0, Aalten
680,20050902,    3,    0, Aalten
680,20050903,    0,    0, Aalten
680,20050904,    0,    0, Aalten
680,20050905,    0,    0, Aalten
680,20050906,    0,    0, Aalten
680,20050907,    0,    0, Aalten
680,20050908,    0,    0, Aalten
680,20050909,    0,    0, Aalten
680,20050910,    2,    0, Aalten
680,20050911,    0,    0, Aalten
680,20050912,    1,    0, Aalten
680,20050913,    0,    0, Aalten
680,20050914,    0,    0, Aalten
680,20050915,   12,    0, Aalten
680,20050916,  303,    0, Aalten
680,20050917,    2,    0, Aalten
680,20050918,    0,    0, Aalten
680,20050919,    0,    0, Aalten
680,20050920,    0,    0, Aalten
680,20050921,    0,    0, Aalten
680,20050922,    0,    0, Aalten
680,20050923,    0,    0, Aalten
680,20050924,    1,    0, Aalten
680,20050925,    2,    0, Aalten
680,20050926,    5,    0, Aalten
680,20050927,   37,    0, Aalten
680,20050928,   15,    0, Aalten
680,20050929,   45,    0, Aalten
680,20050930,   40,    0, Aalten
680,20051001,   63,    0, Aalten
680,20051002,   33,    0, Aalten
680,20051003,    1,    0, Aalten
680,20051004,    0,    0, Aalten
680,20051005,    0,    0, Aalten
680,20051006,    0,    0, Aalten
680,20051007,    0,    0, Aalten
680,20051008,    0,    0, Aalten
680,20051009,    0,    0, Aalten
680,20051010,    0,    0, Aalten
680,20051011,    0,    0, Aalten
680,20051012,    0,    0, Aalten
680,20051013,    0,    0, Aalten
680,20051014,    0,    0, Aalten
680,20051015,    0,    0, Aalten
680,20051016,    0,    0, Aalten
680,20051017,    0,    0, Aalten
680,20051018,    0,    0, Aalten
680,20051019,    0,    0, Aalten
680,20051020,   61,    0, Aalten
680,20051021,    0,    0, Aalten
680,20051022,   75,    0, Aalten
680,20051023,   25,    0, Aalten
680,20051024,    8,    0, Aalten
680,20051025,  161,    0, Aalten
680,20051026,  120,    0, Aalten
680,20051027,    0,    0, Aalten
680,20051028,    0,    0, Aalten
680,20051029,    0,    0, Aalten
680,20051030,    0,    0, Aalten
680,20051031,    0,    0, Aalten
680,20051101,   18,    0, Aalten
680,20051102,   15,    0, Aalten
680,20051103,   71,    0, Aalten
680,20051104,    2,    0, Aalten
680,20051105,   20,    0, Aalten
680,20051106,    0,    0, Aalten
680,20051107,   27,    0, Aalten
680,20051108,   34,    0, Aalten
680,20051109,    0,    0, Aalten
680,20051110,    0,    0, Aalten
680,20051111,   13,    0, Aalten
680,20051112,    0,    0, Aalten
680,20051113,    0,    0, Aalten
680,20051114,    0,    0, Aalten
680,20051115,   16,    0, Aalten
680,20051116,   49,    0, Aalten
680,20051117,   53,    0, Aalten
680,20051118,    0,    0, Aalten
680,20051119,    0,    0, Aalten
680,20051120,    0,    0, Aalten
680,20051121,   33,    0, Aalten
680,20051122,    3,    0, Aalten
680,20051123,    0,    0, Aalten
680,20051124,    2,    0, Aalten
