date        P    ETpot  Q
2010011123  0.00 0.0000 0.0288
2010011200  0.10 0.0000 0.0288
2010011201  0.10 0.0000 0.0288
2010011202  0.20 0.0000 0.0294
2010011203  0.10 0.0000 0.0294
2010011204  0.00 0.0000 0.0294
2010011205  0.10 0.0000 0.0294
2010011206  0.00 0.0000 0.0294
2010011207  0.00 0.0009 0.0299
2010011208  0.00 0.0099 0.0299
2010011209  0.00 0.0333 0.0299
2010011210  0.00 0.0459 0.0299
2010011211  0.00 0.0387 0.0302
2010011212  0.00 0.0315 0.0305
2010011213  0.00 0.0234 0.0305
2010011214  0.00 0.0135 0.0305
2010011215  0.00 0.0027 0.0305
2010011216  0.00 0.0000 0.0305
2010011217  0.00 0.0000 0.0307
2010011218  0.00 0.0000 0.0310
2010011219  0.00 0.0000 0.0310
2010011220  0.00 0.0000 0.0310
2010011221  0.00 0.0000 0.0310
2010011222  0.00 0.0000 0.0310
2010011223  0.00 0.0000 0.0309
2010011300  0.00 0.0000 0.0305
2010011301  0.00 0.0000 0.0305
2010011302  0.00 0.0000 0.0305
2010011303  0.00 0.0000 0.0305
2010011304  0.00 0.0000 0.0305
2010011305  0.00 0.0000 0.0305
2010011306  0.00 0.0000 0.0305
2010011307  0.00 0.0010 0.0305
2010011308  0.00 0.0144 0.0305
2010011309  0.00 0.0335 0.0305
2010011310  0.00 0.0383 0.0305
2010011311  0.00 0.0623 0.0305
2010011312  0.00 0.0537 0.0305
2010011313  0.00 0.0537 0.0305
2010011314  0.00 0.0383 0.0305
2010011315  0.00 0.0048 0.0305
2010011316  0.00 0.0000 0.0305
2010011317  0.00 0.0000 0.0305
2010011318  0.00 0.0000 0.0305
2010011319  0.00 0.0000 0.0305
2010011320  0.00 0.0000 0.0303
2010011321  0.00 0.0000 0.0298
2010011322  0.00 0.0000 0.0294
2010011323  0.00 0.0000 0.0289
2010011400  0.00 0.0000 0.0288
2010011401  0.00 0.0000 0.0284
2010011402  0.00 0.0000 0.0282
2010011403  0.00 0.0000 0.0282
2010011404  0.00 0.0000 0.0278
2010011405  0.00 0.0000 0.0277
2010011406  0.00 0.0000 0.0277
2010011407  0.00 0.0009 0.0277
2010011408  0.00 0.0122 0.0277
2010011409  0.00 0.0234 0.0271
2010011410  0.00 0.0422 0.0271
2010011411  0.00 0.0956 0.0271
2010011412  0.00 0.0534 0.0271
2010011413  0.00 0.0459 0.0271
2010011414  0.00 0.0216 0.0271
2010011415  0.00 0.0047 0.0271
2010011416  0.00 0.0000 0.0271
2010011417  0.00 0.0000 0.0271
2010011418  0.00 0.0000 0.0271
2010011419  0.00 0.0000 0.0271
2010011420  0.00 0.0000 0.0271
2010011421  0.00 0.0000 0.0271
2010011422  0.00 0.0000 0.0271
2010011423  0.00 0.0000 0.0271
2010011500  0.00 0.0000 0.0271
2010011501  0.00 0.0000 0.0271
2010011502  0.00 0.0000 0.0271
2010011503  0.00 0.0000 0.0271
2010011504  0.00 0.0000 0.0271
2010011505  0.00 0.0000 0.0271
2010011506  0.00 0.0000 0.0271
2010011507  0.00 0.0009 0.0271
2010011508  0.00 0.0051 0.0271
2010011509  0.00 0.0111 0.0271
2010011510  0.00 0.0162 0.0271
2010011511  0.00 0.0205 0.0271
2010011512  0.00 0.0205 0.0271
2010011513  0.00 0.0171 0.0271
2010011514  0.00 0.0068 0.0271
2010011515  0.00 0.0017 0.0271
2010011516  0.00 0.0000 0.0271
2010011517  0.00 0.0000 0.0273
2010011518  0.00 0.0000 0.0277
2010011519  0.00 0.0000 0.0277
2010011520  0.00 0.0000 0.0277
2010011521  0.00 0.0000 0.0278
2010011522  0.00 0.0000 0.0282
2010011523  0.00 0.0000 0.0282
2010011600  0.00 0.0000 0.0285
2010011601  0.00 0.0000 0.0288
2010011602  0.00 0.0000 0.0288
2010011603  0.00 0.0000 0.0292
2010011604  0.00 0.0000 0.0294
2010011605  0.00 0.0000 0.0296
2010011606  0.00 0.0000 0.0299
2010011607  0.00 0.0024 0.0303
2010011608  0.00 0.0146 0.0309
2010011609  0.00 0.0267 0.0316
2010011610  0.00 0.0522 0.0323
2010011611  0.00 0.0632 0.0330
2010011612  0.00 0.0729 0.0335
2010011613  0.00 0.0425 0.0338
2010011614  0.00 0.0206 0.0342
2010011615  0.00 0.0049 0.0346
2010011616  0.00 0.0000 0.0352
2010011617  0.00 0.0000 0.0363
2010011618  0.00 0.0000 0.0368
2010011619  0.50 0.0000 0.0377
2010011620  2.20 0.0000 0.0382
2010011621  1.20 0.0000 0.0397
2010011622  1.00 0.0000 0.0418
2010011623  0.30 0.0000 0.0429
2010011700  0.40 0.0000 0.0433
2010011701  0.10 0.0000 0.0438
2010011702  0.20 0.0000 0.0443
2010011703  0.20 0.0000 0.0446
2010011704  0.10 0.0000 0.0450
2010011705  0.00 0.0000 0.0454
2010011706  0.00 0.0000 0.0458
2010011707  0.00 0.0010 0.0462
2010011708  0.00 0.0048 0.0467
2010011709  0.00 0.0115 0.0471
2010011710  0.40 0.0144 0.0475
2010011711  0.80 0.0163 0.0479
2010011712  0.10 0.0202 0.0483
2010011713  0.00 0.0154 0.0487
2010011714  0.00 0.0115 0.0493
2010011715  0.00 0.0048 0.0500
2010011716  0.00 0.0000 0.1367
2010011717  0.00 0.0000 0.1533
2010011718  0.00 0.0000 0.1659
2010011719  0.00 0.0000 0.1706
2010011720  0.10 0.0000 0.1720
2010011721  0.20 0.0000 0.1722
2010011722  0.00 0.0000 0.1722
2010011723  0.00 0.0000 0.1722
2010011800  0.00 0.0000 0.1713
2010011801  0.00 0.0000 0.1711
2010011802  0.00 0.0000 0.1711
2010011803  0.00 0.0000 0.1710
2010011804  0.00 0.0000 0.1700
2010011805  0.00 0.0000 0.1684
2010011806  0.00 0.0000 0.1663
2010011807  0.00 0.0009 0.1639
2010011808  0.00 0.0080 0.1616
2010011809  0.00 0.0142 0.1588
2010011810  0.00 0.0257 0.1565
2010011811  0.00 0.0212 0.1542
2010011812  0.00 0.0133 0.1529
2010011813  0.00 0.0088 0.1529
2010011814  0.00 0.0062 0.1527
2010011815  0.00 0.0018 0.1518
2010011816  0.00 0.0000 0.1500
2010011817  0.00 0.0000 0.1477
2010011818  0.10 0.0000 0.1455
2010011819  0.00 0.0000 0.1430
2010011820  0.00 0.0000 0.1405
2010011821  0.00 0.0000 0.1382
2010011822  0.30 0.0000 0.1362
2010011823  0.00 0.0000 0.1346
2010011900  0.10 0.0000 0.1332
2010011901  0.00 0.0000 0.1322
2010011902  0.00 0.0000 0.1308
2010011903  0.00 0.0000 0.1289
2010011904  0.00 0.0000 0.1271
2010011905  0.00 0.0000 0.1254
2010011906  0.00 0.0000 0.1234
2010011907  0.00 0.0014 0.1212
2010011908  0.00 0.0110 0.1191
2010011909  0.00 0.0386 0.1166
2010011910  0.20 0.0414 0.1141
2010011911  0.30 0.0359 0.1113
2010011912  0.00 0.0317 0.1104
2010011913  0.00 0.0221 0.1102
2010011914  0.00 0.0138 0.1102
2010011915  0.00 0.0041 0.1102
2010011916  0.00 0.0000 0.1102
2010011917  0.00 0.0000 0.1099
2010011918  0.40 0.0000 0.1086
2010011919  0.10 0.0000 0.1074
2010011920  0.00 0.0000 0.1070
2010011921  0.00 0.0000 0.1065
2010011922  0.00 0.0000 0.1056
2010011923  0.00 0.0000 0.1048
2010012000  0.00 0.0000 0.1041
2010012001  0.00 0.0000 0.1030
2010012002  0.00 0.0000 0.1022
2010012003  0.00 0.0000 0.1011
2010012004  0.00 0.0000 0.0997
2010012005  0.00 0.0000 0.0987
2010012006  0.00 0.0000 0.0975
2010012007  0.00 0.0012 0.0961
2010012008  0.00 0.0124 0.0951
2010012009  0.00 0.0359 0.0940
2010012010  0.00 0.0557 0.0922
2010012011  0.00 0.0793 0.0903
2010012012  0.00 0.0867 0.0890
2010012013  0.00 0.0768 0.0886
2010012014  0.00 0.0433 0.0881
2010012015  0.00 0.0087 0.0872
2010012016  0.00 0.0000 0.0865
2010012017  0.00 0.0000 0.0861
2010012018  0.00 0.0000 0.0850
2010012019  0.00 0.0000 0.0831
2010012020  0.00 0.0000 0.0813
2010012021  0.00 0.0000 0.0798
2010012022  0.00 0.0000 0.0782
2010012023  0.00 0.0000 0.0770
2010012100  0.00 0.0000 0.0757
2010012101  0.00 0.0000 0.0745
2010012102  0.00 0.0000 0.0732
2010012103  0.00 0.0000 0.0723
2010012104  0.00 0.0000 0.0712
2010012105  0.00 0.0000 0.0701
2010012106  0.00 0.0000 0.0692
2010012107  0.00 0.0026 0.0681
2010012108  0.00 0.0244 0.0672
2010012109  0.00 0.0679 0.0660
2010012110  0.00 0.0782 0.0649
2010012111  0.00 0.0769 0.0634
2010012112  0.00 0.0744 0.0626
2010012113  0.00 0.0410 0.0622
2010012114  0.00 0.0269 0.0620
2010012115  0.00 0.0077 0.0620
2010012116  0.00 0.0000 0.0620
2010012117  0.00 0.0000 0.0618
2010012118  0.00 0.0000 0.0612
2010012119  0.00 0.0000 0.0605
2010012120  0.00 0.0000 0.0595
2010012121  0.00 0.0000 0.0590
2010012122  0.00 0.0000 0.0582
2010012123  0.00 0.0000 0.0576
2010012200  0.00 0.0000 0.0570
2010012201  0.00 0.0000 0.0568
2010012202  0.00 0.0000 0.0564
2010012203  0.00 0.0000 0.0558
2010012204  0.00 0.0000 0.0552
2010012205  0.00 0.0000 0.0548
2010012206  0.00 0.0000 0.0543
2010012207  0.00 0.0010 0.0537
2010012208  0.00 0.0130 0.0533
2010012209  0.00 0.0210 0.0526
2010012210  0.00 0.0440 0.0519
2010012211  0.00 0.0530 0.0510
2010012212  0.00 0.0560 0.0500
2010012213  0.00 0.0690 0.0498
2010012214  0.00 0.0340 0.0498
2010012215  0.00 0.0090 0.0498
2010012216  0.00 0.0000 0.0498
2010012217  0.00 0.0000 0.0498
2010012218  0.00 0.0000 0.0498
2010012219  0.00 0.0000 0.0492
2010012220  0.00 0.0000 0.0485
2010012221  0.00 0.0000 0.0478
2010012222  0.00 0.0000 0.0475
2010012223  0.00 0.0000 0.0471
2010012300  0.00 0.0000 0.0467
2010012301  0.00 0.0000 0.0465
2010012302  0.00 0.0000 0.0461
2010012303  0.00 0.0000 0.0457
