"date" "Q1" "Q2" "Q3" "Q4"
19903011 1.045 0.695 0.945 1.589
19900112 0.986 0.648 0.809 1.191
19900212 0.927 0.605 0.65 1.351
19900312 0.88 0.543 0.544 1.272
19900412 0.83 0.504 0.485 1.162
19900512 0.787 0.427 0.45 1.053
19900612 0.755 0.475 0.414 0.904
19900712 0.732 0.366 0.386 0.944
19900812 0.704 0.369 0.374 0.811
19900912 0.671 0.478 0.37 0.639
19901012 0.635 0.301 0.346 0.654
19901112 0.619 0.435 0.321 2.197
19901212 0.609 0.525 0.299 3.895
19901312 0.627 1.119 0.297 3.529
19901412 0.661 1.431 0.288 2.062
19901512 0.679 1.098 0.3 1.627
19901612 0.672 0.996 0.3 1.186
19901712 0.658 0.688 0.293 1.073
19901812 0.633 0.576 0.3 0.944
19901912 0.59 0.572 0.312 0.82
19902012 0.557 0.619 0.307 1.02
19902112 0.552 0.692 0.296 2.9
19902212 0.555 1.195 0.309 1.947
19902312 0.547 1.554 0.908 1.593
19902412 0.565 1.485 0.84 1.284
19902512 0.673 1.427 0.653 1.158
19902612 0.787 1.485 0.508 2.563
19902712 0.878 2.271 0.507 5.946
19902812 0.985 2.604 1.581 3.038
19902912 1.151 2.597 0.938 3.842
19903012 1.335 3.854 3.729 4.008
19903112 1.495 3.803 3.116 2.369
19910101 1.657 3.717 8.168 2.061
19910201 1.793 3.615 3.26 6.178
19910301 1.933 4.55 5.014 12.357
19910401 2.046 5.981 2.329 5.539
19910501 2.242 6.43 4.114 4.589
19910601 2.458 6.361 1.838 4.809
19910701 2.521 5.89 1.936 2.854
19910801 2.404 5.097 3.358 4.444
19910901 2.187 4.405 1.77 4.266
19911001 1.99 4.003 1.18 4.956
19911101 1.925 4.669 0.9 3.158
19911201 1.916 4.959 3.169 2.234
19911301 1.967 4.687 1.717 1.727
19911401 2.004 3.832 1.278 1.424
19911501 1.939 3.289 1.059 1.133
19911601 1.747 2.84 0.892 0.895
19911701 1.558 2.547 0.764 0.722
19911801 1.403 2.231 0.659 0.625
19911901 1.269 2.058 0.559 0.597
19912001 1.162 1.913 0.468 0.615
19912101 1.087 1.594 0.43 1.063
19912201 1.032 1.42 0.406 1.364
19912301 0.973 1.21 0.384 1.204
19912401 0.921 1.159 0.361 1.046
19912501 0.865 1.043 0.332 0.936
19912601 0.833 0.985 0.322 0.916
19912701 0.788 0.982 0.321 0.814
19912801 0.752 0.891 0.324 0.757
19912901 0.726 0.761 0.327 0.658
19913001 0.695 0.753 0.337 0.596
19913101 0.664 0.75 0.338 0.507
19910102 0.643 0.638 0.35 0.405
19910202 0.618 0.652 0.35 0.335
19910302 0.595 0.623 0.354 0.272
19910402 0.571 0.605 0.338 0.223
19910502 0.552 0.54 0.342 0.224
19910602 0.539 0.482 0.342 0.201
19910702 0.525 0.453 0.342 0.162
19910802 0.526 0.341 0.358 0.157
19910902 0.528 0.402 0.249 0.153
19911002 0.502 0.446 0.178 0.153
19911102 0.498 0.442 0.144 0.153
19911202 0.499 0.406 0.132 0.153
19911302 0.5 0.435 0.132 0.156
19911402 0.493 0.366 0.123 0.157
19911502 0.487 0.442 0.125 0.163
19911602 0.479 0.467 0.135 0.181
19911702 0.477 0.478 0.137 0.181
19911802 0.473 0.464 0.126 0.197
19911902 0.476 0.377 0.133 0.214
19912002 0.472 0.373 0.16 0.235
19912102 0.468 0.427 0.242 0.596
19912202 0.469 0.638 0.337 1.431
19912302 0.475 0.801 0.408 1.269
19912402 0.49 1.166 0.48 1.095
19912502 0.516 0.956 0.892 1.356
19912602 0.574 0.931 1.293 1.385
19912702 0.639 0.931 1.15 1.222
19912802 0.668 0.906 1.013 1.031
19910103 0.68 0.949 1.082 0.988
19910203 0.684 0.898 0.771 0.846
19910303 0.682 0.978 0.968 0.706
19910403 0.676 0.793 1.278 0.633
19910503 0.692 0.811 0.923 0.873
19910603 0.715 0.804 0.787 0.978
19910703 0.727 0.706 0.648 0.776
19910803 0.716 0.826 0.523 0.635
19910903 0.706 0.775 0.424 0.58
19911003 0.688 0.667 0.847 0.538
19911103 0.664 0.663 0.456 0.497
19911203 0.654 0.59 0.366 0.468
19911303 0.645 0.543 0.295 0.415
19911403 0.643 0.54 0.25 0.339
19911503 0.643 0.522 0.221 0.387
19911603 0.632 0.442 0.199 0.392
19911703 0.613 0.565 0.194 0.348
19911803 0.6 0.446 0.176 0.263
19911903 0.581 0.438 0.157 0.357
19912003 0.574 0.507 0.938 0.684
19912103 0.562 0.858 0.613 0.965
19912203 0.608 1.894 0.383 0.664
19912303 0.724 1.833 1.263 0.426
19912403 0.842 1.71 0.569 0.326
19912503 0.894 1.177 0.405 0.256
19912603 0.927 1.094 0.354 0.227
19912703 0.915 0.906 0.862 0.197
19912803 0.864 0.786 0.756 0.179
19912903 0.794 0.714 0.523 0.161
19913003 0.753 0.685 0.427 0.157
19913103 0.717 0.71 0.346 0.154
19910104 0.701 0.667 0.317 0.164
19910204 0.684 0.594 0.28 0.173
19910304 0.664 0.54 0.257 0.161
19910404 0.637 0.514 0.571 0.159
19910504 0.61 0.493 0.991 0.15
19910604 0.595 0.572 2.307 0.121
19910704 0.573 0.413 0.892 0.134
19910804 0.552 0.496 0.579 0.133
19910904 0.546 0.435 0.452 0.12
19911004 0.551 0.369 0.386 0.112
19911104 0.546 0.359 0.327 0.106
19911204 0.537 0.388 0.287 0.103
19911304 0.528 0.337 0.262 0.096
19911404 0.515 0.438 0.263 0.092
19911504 0.504 0.246 0.219 0.088
19911604 0.495 0.33 0.199 0.086
19911704 0.48 0.275 0.185 0.086
19911804 0.468 0.286 0.219 0.086
19911904 0.462 0.239 0.215 0.105
19912004 0.457 0.308 0.332 0.091
19912104 0.444 0.286 0.243 0.085
19912204 0.45 0.304 0.205 0.141
19912304 0.464 0.326 0.183 0.166
19912404 0.461 0.348 0.346 0.176
19912504 0.461 0.301 0.303 0.163
19912604 0.455 0.261 0.225 0.138
19912704 0.454 0.301 0.18 0.119
19912804 0.445 0.319 0.221 0.109
19912904 0.438 0.246 4.795 0.098
19913004 0.437 0.333 1.006 0.097
19910105 0.436 0.826 0.683 0.094
19910205 0.45 0.58 1.437 0.139
19910305 0.536 0.489 1.422 0.201
19910405 0.527 0.5 1.24 0.269
19910505 0.497 0.456 0.968 0.254
19910605 0.548 0.409 0.908 0.205
19910705 0.551 0.413 0.666 0.172
19910805 0.539 0.406 0.542 0.138
19910905 0.529 0.388 0.435 0.114
19911005 0.515 0.319 0.382 0.111
19911105 0.509 0.254 0.809 0.103
19911205 0.491 0.348 16.261 0.091
19911305 0.474 0.257 2.912 0.085
19911405 0.471 0.196 1.467 0.088
19911505 0.513 0.21 1.46 0.102
19911605 0.678 0.199 1.18 0.148
19911705 0.768 0.239 1.747 0.151
19911805 0.738 0.264 2.193 0.136
19911905 0.693 0.322 1.445 0.118
19912005 0.686 0.272 0.968 0.109
19912105 0.684 0.185 0.764 0.096
19912205 0.682 0.159 0.593 0.087
19912305 0.676 0.123 0.501 0.075
19912405 0.646 0.101 0.43 0.064
19912505 0.617 0.138 0.374 0.063
19912605 0.587 0.254 0.336 0.063
19912705 0.569 0.109 0.338 0.063
19912805 0.551 0.04 0.29 0.063
19912905 0.534 0.08 0.273 0.063
19913005 0.519 0.156 0.243 0.06
19913105 0.509 0.076 0.218 0.057
19910106 0.499 0.145 0.204 0.057
19910206 0.486 0.127 0.194 0.057
19910306 0.483 0.127 0.278 0.059
19910406 0.481 0.065 0.296 0.066
19910506 0.468 0.087 0.216 0.072
19910606 0.459 0.091 0.194 0.07
19910706 0.459 0.163 0.563 0.066
19910806 0.473 0.283 0.293 0.067
19910906 0.497 0.246 1.475 0.074
19911006 0.518 0.275 1.732 0.096
19911106 0.552 0.21 1.142 0.088
19911206 0.562 0.217 0.673 0.083
19911306 0.58 0.188 0.515 0.096
19911406 0.593 0.17 0.471 0.089
19911506 0.591 0.091 0.403 0.115
19911606 0.585 0.228 0.368 0.465
19911706 0.569 0.163 6.459 0.523
19911806 0.562 0.123 6.58 0.368
19911906 0.558 0.149 3.676 0.28
19912006 0.607 0.206 2.027 0.269
19912106 0.753 0.21 2.171 0.252
19912206 0.883 0.167 1.346 0.207
19912306 0.952 0.254 1.823 0.181
19912406 0.945 0.192 2.329 0.198
19912506 0.933 0.12 2.224 0.276
19912606 0.927 0.188 1.596 0.326
19912706 0.912 0.308 1.475 1.542
19912806 0.925 0.297 0.885 2.497
19912906 0.924 0.333 2.065 1.372
19913006 0.905 0.333 1.324 0.93
19910107 0.895 0.217 0.779 0.79
19910207 0.899 0.163 0.57 0.786
19910307 0.901 0.105 0.445 0.504
19910407 0.883 0.116 0.368 0.338
19910507 0.837 0.101 0.322 0.254
19910607 0.798 0.101 0.282 0.191
19910707 0.757 0.221 0.253 0.148
19910807 0.727 0.221 0.275 0.122
19910907 0.709 0.167 0.191 0.102
19911007 0.684 0.101 0.194 0.087
19911107 0.659 0.094 0.16 0.079
19911207 0.65 0.08 0.139 0.069
19911307 0.65 0.036 0.166 0.064
19911407 0.651 0.312 0.151 0.068
19911507 0.663 0.13 0.167 0.063
19911607 0.669 0.047 0.122 0.061
19911707 0.669 0.072 0.104 0.06
19911807 0.665 0.08 0.188 0.064
19911907 0.675 0.116 0.099 0.062
19912007 0.67 0.141 0.095 0.057
19912107 0.639 0.091 0.078 0.054
19912207 0.64 0.127 0.073 0.048
19912307 0.646 0.036 0.067 0.044
19912407 0.631 0.051 0.11 0.051
19912507 0.625 0.098 0.346 0.049
19912607 0.607 0.098 0.201 0.047
19912707 0.605 0.149 1.671 0.046
19912807 0.614 0.159 0.545 0.043
19912907 0.614 0.094 0.293 0.037
19913007 0.622 0.058 0.208 0.035
19913107 0.655 0.167 0.172 0.038
19910108 0.667 0.138 0.271 0.04
19910208 0.652 0.098 0.162 0.036
19910308 0.628 0.08 0.154 0.035
19910408 0.63 0.091 0.129 0.032
19910508 0.626 0.054 0.116 0.031
19910608 0.602 0.029 0.104 0.028
19910708 0.585 0.043 0.09 0.026
19910808 0.588 0.243 0.082 0.065
19910908 0.643 0.12 0.11 0.047
19911008 0.6 0.13 0.096 0.04
19911108 0.549 0.196 0.08 0.04
19911208 0.528 0.087 0.072 0.043
19911308 0.519 0.065 0.067 0.035
19911408 0.497 0.036 0.061 0.032
19911508 0.481 0.043 0.055 0.03
19911608 0.472 0.094 0.047 0.028
19911708 0.466 0.036 0.047 0.032
19911808 0.467 0.087 0.042 0.03
19911908 0.457 0.036 0.046 0.026
19912008 0.45 0.029 0.042 0.026
19912108 0.436 0.033 0.035 0.025
19912208 0.422 0.033 0.03 0.025
19912308 0.413 0.029 0.03 0.021
19912408 0.409 0.033 0.04 0.02
19912508 0.397 0.069 0.04 0.02
19912608 0.392 0.058 0.053 0.02
19912708 0.398 0.033 0.034 0.02
19912808 0.393 0.033 0.028 0.019
19912908 0.384 0.033 0.027 0.019
19913008 0.375 0.029 0.026 0.019
19913108 0.368 0.029 0.023 0.015
19910109 0.356 0.033 0.025 0.015
19910209 0.349 0.051 0.022 0.014
19910309 0.343 0.036 0.02 0.014
19910409 0.339 0.022 0.018 0.014
19910509 0.33 0.029 0.016 0.014
19910609 0.321 0.036 0.015 0.014
19910709 0.321 0.036 0.015 0.015
19910809 0.312 0.036 0.016 0.018
19910909 0.31 0.036 0.015 0.018
19911009 0.312 0.036 0.013 0.019
19911109 0.306 0.036 0.013 0.02
19911209 0.303 0.04 0.201 0.018
19911309 0.3 0.04 0.074 0.018
19911409 0.303 0.04 0.051 0.017
19911509 0.3 0.036 0.04 0.021
19911609 0.318 0.04 0.032 0.068
19911709 0.345 0.04 0.023 0.078
19911809 0.348 0.036 0.023 0.046
19911909 0.326 0.036 0.022 0.047
19912009 0.312 0.04 0.019 0.04
19912109 0.308 0.036 0.023 0.038
19912209 0.305 0.036 0.022 0.036
19912309 0.3 0.04 0.1 0.052
19912409 0.298 0.036 0.058 0.036
19912509 0.305 0.036 0.033 0.039
19912609 0.332 0.04 0.028 0.051
19912709 0.384 0.17 1.248 0.086
19912809 0.396 0.134 0.447 0.085
19912909 0.385 0.098 0.169 0.068
19913009 0.381 0.145 0.109 0.101
19910110 0.396 0.036 0.393 0.147
19910210 0.419 0.036 0.163 0.195
19910310 0.423 0.036 0.116 0.16
19910410 0.418 0.036 0.093 0.148
19910510 0.416 0.054 0.079 0.142
19910610 0.417 0.13 0.069 0.116
19910710 0.425 0.051 0.116 0.095
19910810 0.446 0.036 0.095 0.107
19910910 0.46 0.036 0.082 0.097
19911010 0.455 0.04 0.064 0.085
19911110 0.45 0.058 0.069 0.083
19911210 0.44 0.058 0.07 0.079
19911310 0.424 0.12 0.082 0.085
19911410 0.414 0.065 0.07 0.08
19911510 0.412 0.04 0.065 0.076
19911610 0.403 0.04 0.057 0.083
19911710 0.417 0.036 0.052 0.093
19911810 0.421 0.076 1.354 0.095
19911910 0.416 0.112 0.608 0.105
19912010 0.412 0.123 0.548 0.117
19912110 0.413 0.134 0.39 0.104
19912210 0.417 0.029 0.29 0.089
19912310 0.415 0.04 0.213 0.085
19912410 0.412 0.065 0.177 0.084
19912510 0.406 0.043 0.154 0.078
19912610 0.401 0.047 0.143 0.074
19912710 0.388 0.076 0.129 0.07
19912810 0.373 0.083 0.121 0.064
19912910 0.366 0.029 0.11 0.059
19913010 0.355 0.033 0.106 0.056
19913110 0.348 0.029 0.102 0.055
19910111 0.339 0.025 0.099 0.052
19910211 0.337 0.058 0.094 0.06
19910311 0.337 0.12 0.106 0.076
19910411 0.347 0.268 0.104 0.109
19910511 0.376 0.301 1.921 0.151
19910611 0.385 0.268 0.9 0.143
19910711 0.415 0.301 1.097 0.374
19910811 0.495 0.493 0.892 1.116
19910911 0.645 0.681 0.561 1.353
19911011 0.748 0.619 2.216 0.976
19911111 0.74 0.641 0.961 1.305
19911211 0.722 0.699 0.646 1.704
19911311 0.724 1.108 0.533 2.835
19911411 0.735 1.279 1.18 1.754
19911511 0.742 0.949 1.104 1.489
19911611 0.768 0.83 0.698 1.511
19911711 0.863 0.83 1.119 1.113
19911811 0.944 0.797 0.892 1.158
19911911 0.896 0.768 3.388 1.572
19912011 0.818 0.858 2.458 4.253
19912111 0.778 0.75 1.664 2.634
19912211 0.784 0.692 1.134 1.723
19912311 0.789 0.496 0.832 1.292
19912411 0.772 0.543 0.692 1.068
19912511 0.741 0.406 0.58 0.894
19912611 0.703 0.395 0.48 0.733
19912711 0.649 0.384 0.419 0.651
19912811 0.6 0.283 0.374 0.603
19912911 0.555 0.264 0.34 0.548
19913011 0.535 0.355 0.317 0.523
19910112 0.511 0.304 0.296 0.447
19910212 0.49 0.283 0.269 0.418
19910312 0.471 0.232 0.239 0.391
19910412 0.452 0.192 0.222 0.386
19910512 0.438 0.206 0.203 0.374
19910612 0.422 0.185 0.196 0.317
19910712 0.413 0.185 0.175 0.33
19910812 0.403 0.188 0.177 0.345
19910912 0.392 0.177 0.161 0.311
19911012 0.383 0.167 0.138 0.254
19911112 0.374 0.138 0.144 0.23
19911212 0.364 0.12 0.133 0.217
19911312 0.352 0.065 0.176 0.193
19911412 0.352 0.138 0.135 0.189
19911512 0.346 0.134 0.14 0.175
19911612 0.337 0.167 0.079 0.177
19911712 0.332 0.145 0.091 0.221
19911812 0.343 0.569 0.641 1.252
19911912 0.374 0.978 0.685 4.835
19912012 0.468 1.558 2.64 5.957
19912112 0.668 1.735 1.346 3.962
19912212 0.826 4.745 7.2 5.507
19912312 1.299 5.662 6.277 3.715
19912412 1.696 4.032 2.216 3.04
19912512 1.919 2.898 1.384 2.013
19912612 2.022 2.253 0.93 1.809
19912712 1.992 1.797 0.728 1.485
19912812 1.812 1.601 0.597 1.176
19912912 1.569 1.568 0.492 1.034
19913012 1.349 1.445 0.418 1.032
19913112 1.183 1.159 0.382 0.977
19920101 1.063 0.916 0.342 0.87
19920201 0.973 0.782 0.305 0.77
19920301 0.896 0.677 0.281 0.696
19920401 0.819 0.645 0.255 0.876
19920501 0.77 1.007 0.25 1.734
19920601 0.751 1.199 0.266 4.586
19920701 0.762 0.953 0.234 2.651
19920801 0.792 0.898 0.21 1.817
19920901 0.794 0.866 0.2 2.289
19921001 0.773 0.837 0.213 1.815
19921101 0.744 0.819 0.228 1.203
19921201 0.717 0.819 0.204 1.015
19921301 0.728 0.724 0.183 1.039
19921401 0.762 0.641 0.169 0.967
19921501 0.747 0.594 0.155 0.847
19921601 0.703 0.641 0.15 0.785
19921701 0.657 0.471 0.147 0.662
19921801 0.617 0.507 0.136 0.613
19921901 0.586 0.58 0.126 0.826
19922001 0.569 0.692 0.135 1.267
19922101 0.566 0.688 0.124 0.686
19922201 0.554 0.46 0.118 0.472
19922301 0.551 0.493 0.114 0.384
19922401 0.534 0.438 0.114 0.315
19922501 0.513 0.438 0.119 0.272
19922601 0.488 0.438 0.098 0.275
19922701 0.474 0.424 0.092 0.274
19922801 0.462 0.275 0.076 0.284
19922901 0.452 0.359 0.076 0.299
19923001 0.441 0.322 0.075 0.318
19923101 0.43 0.319 0.083 0.356
19920102 0.423 0.366 0.089 0.394
19920202 0.414 0.333 0.092 0.423
19920302 0.412 0.275 0.092 0.623
19920402 0.409 0.377 0.137 0.944
19920502 0.407 0.703 0.862 1.448
19920602 0.413 0.895 4.772 1.506
19920702 0.432 0.703 2.027 1.145
19920802 0.488 0.677 1.013 0.937
19920902 0.645 0.677 0.694 0.849
19921002 0.761 0.703 0.613 0.875
19921102 0.749 0.862 0.787 1.408
19921202 0.708 1.402 1.777 1.271
19921302 0.684 1.703 1.346 1.634
19921402 0.733 1.67 1.566 1.268
19921502 0.804 1.659 0.983 1.672
19921602 0.867 1.905 5.393 1.549
19921702 0.912 1.808 2.398 1.405
19921802 0.932 1.558 1.278 0.949
19921902 0.926 1.319 0.9 0.853
19922002 0.926 1.101 0.701 0.756
19922102 0.901 1.101 0.56 0.692
19922202 0.832 0.924 0.464 0.644
19922302 0.777 0.967 0.445 0.672
19922402 0.732 0.793 0.467 0.712
19922502 0.703 0.782 0.624 0.656
19922602 0.676 0.681 0.558 0.55
19922702 0.654 0.627 0.58 0.47
19922802 0.632 0.667 0.537 0.443
19922902 0.619 0.58 0.498 0.421
19920103 0.596 0.659 0.466 0.415
19920203 0.576 0.529 0.406 0.393
19920303 0.564 0.543 0.609 0.352
19920403 0.542 0.406 0.439 0.37
19920503 0.528 0.446 0.377 0.386
19920603 0.518 0.514 0.343 0.719
19920703 0.519 0.449 0.309 0.704
19920803 0.507 0.478 0.285 0.548
19920903 0.493 0.362 0.276 0.428
19921003 0.488 0.326 0.253 0.432
19921103 0.487 0.391 0.231 0.579
19921203 0.486 0.391 0.23 1.993
19921303 0.512 1.087 0.225 9.685
19921403 0.613 2.789 0.34 5.462
19921503 0.765 2.594 4.175 3.402
19921603 0.963 2.412 6.459 2.085
19921703 1.091 1.844 2.11 1.596
19921803 1.181 1.688 1.218 1.36
19921903 1.271 1.424 0.847 1.14
19922003 1.277 1.177 0.737 1.037
19922103 1.178 1.166 0.558 1.614
19922203 1.078 1.174 0.47 2.592
19922303 1.031 2.134 2.269 2.784
19922403 1.067 2.518 3.714 1.794
19922503 1.179 2.405 1.656 1.302
19922603 1.371 2.119 1.46 1.484
19922703 1.552 2.13 1.528 1.244
19922803 1.633 2.152 1.029 1.123
19922903 1.585 1.971 0.855 0.92
19923003 1.456 1.713 1.119 0.854
19923103 1.32 1.677 1.331 0.745
19920104 1.215 1.587 1.278 0.94
19920204 1.145 1.478 1.687 0.83
19920304 1.097 1.387 0.998 0.63
19920404 1.065 1.279 1.634 0.545
19920504 1.038 1.362 1.082 0.491
19920604 1.01 1.058 1.316 0.463
19920704 1.028 0.931 1.104 0.414
19920804 1.094 0.906 0.817 0.346
19920904 1.109 0.822 0.629 0.287
19921004 1.071 0.667 0.521 0.278
19921104 1.009 0.703 0.452 0.276
19921204 0.942 0.761 0.39 0.272
19921304 0.875 0.638 0.338 0.337
19921404 0.84 0.67 0.328 0.565
19921504 0.799 0.58 0.298 0.612
19921604 0.762 0.638 0.374 0.69
19921704 0.752 0.612 0.454 0.744
19921804 0.75 0.746 0.357 1.182
19921904 0.756 0.866 0.632 1.25
19922004 0.765 0.79 0.483 0.803
19922104 0.75 0.695 0.414 0.616
19922204 0.726 0.63 0.34 0.518
19922304 0.715 0.536 0.318 0.439
19922404 0.707 0.543 0.885 0.38
19922504 0.703 0.572 0.5 0.345
19922604 0.694 0.427 0.376 0.327
19922704 0.705 0.58 0.324 0.954
19922804 0.724 0.529 0.33 1.08
19922904 0.731 0.58 1.724 1.479
19923004 0.736 0.558 1.959 0.987
19920105 0.747 0.685 0.877 1.222
19920205 0.775 0.67 0.66 1.454
19920305 0.79 0.616 0.576 0.914
19920405 0.805 0.54 0.484 0.672
19920505 0.823 0.46 0.439 0.548
19920605 0.834 0.435 0.388 0.443
19920705 0.809 0.308 0.331 0.407
19920805 0.776 0.402 0.3 0.398
19920905 0.757 0.398 0.269 0.388
19921005 0.742 0.522 0.247 0.693
19921105 0.727 0.54 0.231 1.075
19921205 0.731 0.558 0.25 0.862
19921305 0.756 0.532 0.2 0.6
19921405 0.756 0.409 0.182 0.473
19921505 0.739 0.362 0.166 0.37
19921605 0.72 0.326 0.151 0.295
19921705 0.699 0.369 0.146 0.249
19921805 0.682 0.286 0.142 0.229
19921905 0.678 0.239 0.126 0.199
19922005 0.673 0.199 0.119 0.176
19922105 0.672 0.214 0.113 0.149
19922205 0.676 0.185 0.104 0.135
19922305 0.669 0.17 0.097 0.135
19922405 0.665 0.29 0.094 0.127
19922505 0.664 0.225 0.11 0.119
19922605 0.664 0.264 0.092 0.114
19922705 0.66 0.239 0.166 0.099
19922805 0.657 0.264 0.102 0.092
19922905 0.646 0.221 0.085 0.088
19923005 0.643 0.228 0.283 0.096
19923105 0.634 0.33 0.091 0.146
19920106 0.623 0.257 0.199 0.157
19920206 0.622 0.279 0.099 0.124
19920306 0.632 0.913 0.092 0.168
19920406 0.625 0.873 0.197 0.259
19920506 0.667 0.699 0.144 0.694
19920606 0.766 0.601 0.102 1.274
19920706 0.873 0.572 0.085 1.311
19920806 0.906 0.471 0.281 1.147
19920906 0.905 0.355 0.129 0.764
19921006 0.913 0.351 0.093 0.505
19921106 0.9 0.38 1.747 0.344
19921206 0.885 0.304 0.54 0.261
19921306 0.848 0.235 0.22 0.207
19921406 0.809 0.304 0.169 0.178
19921506 0.775 0.232 0.117 0.151
19921606 0.751 0.174 0.092 0.135
19921706 0.717 0.138 0.081 0.122
19921806 0.686 0.112 0.088 0.11
19921906 0.655 0.08 3.078 0.096
19922006 0.637 0.199 1.558 0.089
19922106 0.638 0.945 0.638 0.084
19922206 0.704 0.369 0.368 0.081
19922306 0.761 0.257 0.29 0.075
19922406 0.748 0.21 0.363 0.07
19922506 0.699 0.424 2.768 0.064
19922606 0.685 0.344 1.838 0.062
19922706 0.716 0.388 1.044 0.061
19922806 0.726 0.29 0.601 0.055
19922906 0.737 0.228 0.44 0.052
19923006 0.745 0.051 0.365 0.048
19920107 0.711 0.17 0.304 0.049
19920207 0.663 0.112 0.491 0.044
19920307 0.628 0.065 0.299 0.044
19920407 0.608 0.254 0.231 0.043
19920507 0.602 0.38 0.263 0.04
19920607 0.601 0.348 0.591 0.039
19920707 0.625 0.225 0.335 0.034
19920807 0.656 0.17 0.269 0.034
19920907 0.676 0.13 0.233 0.036
19921007 0.658 0.13 0.412 0.032
19921107 0.645 0.134 0.314 0.037
19921207 0.647 0.177 0.877 0.032
19921307 0.679 0.228 2.511 0.029
19921407 0.707 0.167 0.656 0.036
19921507 0.747 0.221 0.435 0.034
19921607 0.753 0.13 0.338 0.031
19921707 0.742 0.221 0.284 0.03
19921807 0.722 0.181 0.246 0.036
19921907 0.685 0.268 0.204 0.035
19922007 0.653 0.152 0.184 0.029
19922107 0.639 0.163 0.17 0.026
19922207 0.622 0.21 0.617 0.025
19922307 0.599 0.13 0.983 0.025
19922407 0.59 0.051 0.392 0.025
19922507 0.634 0.149 0.283 0.025
19922607 0.674 0.123 0.228 0.024
19922707 0.678 0.101 0.189 0.021
19922807 0.643 0.062 0.164 0.019
19922907 0.595 0.047 0.151 0.019
19923007 0.563 0.047 0.147 0.019
19923107 0.539 0.076 0.126 0.018
19920108 0.525 0.051 0.117 0.018
19920208 0.514 0.149 0.155 0.018
19920308 0.515 0.08 0.106 0.016
19920408 0.521 0.036 0.306 0.014
19920508 0.513 0.051 0.137 0.014
19920608 0.493 0.062 0.101 0.014
19920708 0.475 0.047 0.09 0.014
19920808 0.468 0.177 0.087 0.014
19920908 0.466 0.174 0.076 0.014
19921008 0.454 0.319 0.064 0.018
19921108 0.445 0.141 0.106 0.016
19921208 0.438 0.221 0.07 0.017
19921308 0.438 0.264 0.064 0.018
19921408 0.451 0.565 0.056 0.095
19921508 0.479 0.685 0.081 0.068
19921608 0.479 0.427 0.061 0.046
19921708 0.476 0.326 0.051 0.047
19921808 0.469 0.199 0.045 0.044
19921908 0.452 0.127 0.04 0.04
19922008 0.434 0.08 0.035 0.04
19922108 0.419 0.156 0.135 0.038
19922208 0.424 0.091 0.099 0.033
19922308 0.445 0.214 0.047 0.04
19922408 0.444 0.159 0.135 0.032
19922508 0.435 0.21 0.061 0.038
19922608 0.449 0.127 0.045 0.088
19922708 0.44 0.123 0.038 0.043
19922808 0.429 0.105 0.037 0.047
19922908 0.422 0.402 0.029 0.058
19923008 0.436 0.283 0.275 0.073
19923108 0.419 0.319 0.095 0.075
19920109 0.421 0.945 1.558 0.12
19920209 0.426 0.982 0.237 0.122
