DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = som van de neerslag in tiende millimeters van 08.00 - 08.00 UTC/
           daily precipitation amount in 0.1 mm over the period 08.00 - 08.00 UTC
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
688,20030922,    0,    0, Hupsel
688,20030923,   79,    0, Hupsel
688,20030924,   27,    0, Hupsel
688,20030925,    0,    0, Hupsel
688,20030926,    0,    0, Hupsel
688,20030927,    0,    0, Hupsel
688,20030928,    0,    0, Hupsel
688,20030929,   78,    0, Hupsel
688,20030930,   11,    0, Hupsel
688,20031001,    0,    0, Hupsel
688,20031002,   72,    0, Hupsel
688,20031003,    1,    0, Hupsel
688,20031004,   31,    0, Hupsel
688,20031005,   18,    0, Hupsel
688,20031006,    8,    0, Hupsel
688,20031007,  279,    0, Hupsel
688,20031008,  107,    0, Hupsel
688,20031009,   84,    0, Hupsel
688,20031010,   28,    0, Hupsel
688,20031011,   17,    0, Hupsel
688,20031012,    0,    0, Hupsel
688,20031013,    0,    0, Hupsel
688,20031014,    0,    0, Hupsel
688,20031015,    0,    0, Hupsel
688,20031016,    0,    0, Hupsel
688,20031017,    0,    0, Hupsel
688,20031018,    0,    0, Hupsel
688,20031019,    0,    0, Hupsel
688,20031020,    0,    0, Hupsel
688,20031021,    2,    0, Hupsel
688,20031022,    0,    0, Hupsel
688,20031023,    0,    0, Hupsel
688,20031024,    1,  998, Hupsel
688,20031025,    9,    0, Hupsel
688,20031026,    5,    0, Hupsel
688,20031027,   44,    0, Hupsel
688,20031028,    0,    0, Hupsel
688,20031029,    0,    0, Hupsel
688,20031030,    0,    0, Hupsel
688,20031031,   11,    0, Hupsel
688,20031101,   42,    0, Hupsel
688,20031102,   15,    0, Hupsel
688,20031103,  100,    0, Hupsel
688,20031104,   65,    0, Hupsel
688,20031105,    0,    0, Hupsel
688,20031106,    0,    0, Hupsel
688,20031107,    0,    0, Hupsel
688,20031108,    0,    0, Hupsel
688,20031109,    0,    0, Hupsel
688,20031110,    0,    0, Hupsel
688,20031111,    0,    0, Hupsel
688,20031112,    0,    0, Hupsel
688,20031113,    4,    0, Hupsel
688,20031114,    0,    0, Hupsel
688,20031115,   17,    0, Hupsel
688,20031116,    1,    0, Hupsel
688,20031117,   58,    0, Hupsel
688,20031118,    3,    0, Hupsel
688,20031119,   16,    0, Hupsel
688,20031120,    1,    0, Hupsel
688,20031121,    1,    0, Hupsel
688,20031122,    0,    0, Hupsel
688,20031123,   18,    0, Hupsel
688,20031124,   16,    0, Hupsel
688,20031125,    8,    0, Hupsel
688,20031126,    2,    0, Hupsel
688,20031127,   27,    0, Hupsel
688,20031128,    0,    0, Hupsel
688,20031129,    1,    0, Hupsel
688,20031130,    3,    0, Hupsel
688,20031201,    5,    0, Hupsel
688,20031202,    1,    0, Hupsel
688,20031203,    0,    0, Hupsel
688,20031204,    0,    0, Hupsel
688,20031205,    1,    0, Hupsel
688,20031206,    6,    0, Hupsel
688,20031207,    0,    0, Hupsel
688,20031208,    0,    0, Hupsel
688,20031209,    0,    0, Hupsel
688,20031210,    0,    0, Hupsel
688,20031211,    0,    0, Hupsel
688,20031212,   37,    0, Hupsel
688,20031213,   51,    0, Hupsel
688,20031214,  212,    0, Hupsel
688,20031215,   95,    0, Hupsel
688,20031216,    9,    0, Hupsel
688,20031217,    0,    0, Hupsel
688,20031218,    0,    0, Hupsel
688,20031219,    0,    0, Hupsel
688,20031220,    1,    0, Hupsel
688,20031221,   57,    0, Hupsel
688,20031222,   97,    0, Hupsel
688,20031223,    1,    0, Hupsel
688,20031224,   57,    0, Hupsel
688,20031225,    5,    0, Hupsel
688,20031226,    2,    0, Hupsel
688,20031227,   49,    0, Hupsel
688,20031228,  145,    0, Hupsel
688,20031229,   45,    0, Hupsel
688,20031230,    0,    0, Hupsel
688,20031231,    0,    0, Hupsel
688,20040101,    0,    0, Hupsel
688,20040102,    0,    0, Hupsel
688,20040103,    0,    0, Hupsel
688,20040104,    2,  998, Hupsel
688,20040105,    6,    0, Hupsel
688,20040106,   58,    0, Hupsel
688,20040107,   42,    0, Hupsel
688,20040108,    1,    0, Hupsel
688,20040109,   22,    0, Hupsel
688,20040110,   21,    0, Hupsel
688,20040111,   27,    0, Hupsel
688,20040112,   91,    0, Hupsel
688,20040113,   92,    0, Hupsel
688,20040114,  133,    0, Hupsel
688,20040115,   97,    0, Hupsel
688,20040116,   75,    0, Hupsel
688,20040117,   57,    0, Hupsel
688,20040118,   35,    0, Hupsel
688,20040119,   24,    0, Hupsel
688,20040120,  123,    0, Hupsel
688,20040121,    0,    0, Hupsel
688,20040122,    0,    0, Hupsel
688,20040123,    0,    0, Hupsel
688,20040124,    0,    0, Hupsel
688,20040125,   46,    0, Hupsel
688,20040126,    2,    0, Hupsel
688,20040127,    0,    0, Hupsel
688,20040128,   13,  998, Hupsel
688,20040129,   42,    2, Hupsel
688,20040130,   12,    0, Hupsel
688,20040131,    1,    0, Hupsel
688,20040201,  155,    0, Hupsel
688,20040202,   51,    0, Hupsel
688,20040203,   76,    0, Hupsel
688,20040204,    2,    0, Hupsel
688,20040205,    7,    0, Hupsel
688,20040206,   22,    0, Hupsel
688,20040207,   31,    0, Hupsel
688,20040208,  117,    0, Hupsel
688,20040209,   79,    0, Hupsel
688,20040210,   26,    0, Hupsel
688,20040211,  128,    0, Hupsel
688,20040212,    0,    0, Hupsel
688,20040213,    1,    0, Hupsel
688,20040214,    1,    0, Hupsel
688,20040215,    0,    0, Hupsel
688,20040216,    0,    0, Hupsel
688,20040217,    0,    0, Hupsel
688,20040218,    4,    0, Hupsel
688,20040219,    0,    0, Hupsel
688,20040220,    0,    0, Hupsel
688,20040221,    0,    0, Hupsel
688,20040222,    0,    0, Hupsel
688,20040223,    0,    0, Hupsel
688,20040224,    0,    0, Hupsel
688,20040225,   55,    0, Hupsel
688,20040226,   10,  998, Hupsel
688,20040227,   31,    0, Hupsel
688,20040228,    1,    0, Hupsel
688,20040229,    0,    0, Hupsel
688,20040301,    0,    0, Hupsel
688,20040302,    0,    0, Hupsel
688,20040303,    0,    0, Hupsel
688,20040304,    0,    0, Hupsel
688,20040305,    0,    0, Hupsel
688,20040306,    9,    0, Hupsel
688,20040307,    3,    0, Hupsel
688,20040308,    1,    0, Hupsel
688,20040309,    0,    0, Hupsel
688,20040310,    1,    0, Hupsel
688,20040311,    1,    0, Hupsel
688,20040312,    0,    0, Hupsel
688,20040313,   46,    0, Hupsel
688,20040314,    0,    0, Hupsel
688,20040315,    1,    0, Hupsel
688,20040316,    0,    0, Hupsel
688,20040317,    0,    0, Hupsel
688,20040318,    0,    0, Hupsel
688,20040319,   16,    0, Hupsel
688,20040320,   91,    0, Hupsel
688,20040321,   83,    0, Hupsel
688,20040322,   33,    0, Hupsel
688,20040323,   11,    0, Hupsel
688,20040324,    0,    0, Hupsel
688,20040325,    0,    0, Hupsel
688,20040326,    0,    0, Hupsel
688,20040327,    0,    0, Hupsel
688,20040328,    0,    0, Hupsel
688,20040329,    0,    0, Hupsel
688,20040330,    0,    0, Hupsel
688,20040331,    0,    0, Hupsel
688,20040401,    0,    0, Hupsel
688,20040402,    0,    0, Hupsel
688,20040403,    1,    0, Hupsel
688,20040404,   22,    0, Hupsel
688,20040405,    4,    0, Hupsel
688,20040406,   89,    0, Hupsel
688,20040407,  141,    0, Hupsel
688,20040408,   74,    0, Hupsel
688,20040409,   15,    0, Hupsel
688,20040410,    1,    0, Hupsel
688,20040411,    1,    0, Hupsel
688,20040412,    0,    0, Hupsel
688,20040413,    2,    0, Hupsel
688,20040414,    0,    0, Hupsel
688,20040415,    0,    0, Hupsel
688,20040416,    0,    0, Hupsel
688,20040417,    0,    0, Hupsel
688,20040418,    0,    0, Hupsel
688,20040419,    1,    0, Hupsel
688,20040420,    0,    0, Hupsel
688,20040421,    0,    0, Hupsel
688,20040422,    0,    0, Hupsel
688,20040423,   41,    0, Hupsel
688,20040424,    0,    0, Hupsel
688,20040425,    0,    0, Hupsel
688,20040426,    0,    0, Hupsel
688,20040427,    0,    0, Hupsel
688,20040428,    0,    0, Hupsel
688,20040429,   77,    0, Hupsel
688,20040430,    0,    0, Hupsel
688,20040501,    0,    0, Hupsel
688,20040502,   41,    0, Hupsel
688,20040503,    1,    0, Hupsel
688,20040504,   81,    0, Hupsel
688,20040505,    5,    0, Hupsel
688,20040506,    1,    0, Hupsel
688,20040507,   59,    0, Hupsel
688,20040508,  257,    0, Hupsel
688,20040509,    0,    0, Hupsel
688,20040510,    6,    0, Hupsel
688,20040511,    0,    0, Hupsel
688,20040512,    0,    0, Hupsel
688,20040513,    1,    0, Hupsel
688,20040514,    0,    0, Hupsel
688,20040515,    0,    0, Hupsel
688,20040516,    0,    0, Hupsel
688,20040517,    0,    0, Hupsel
688,20040518,    0,    0, Hupsel
688,20040519,    0,    0, Hupsel
688,20040520,    0,    0, Hupsel
688,20040521,    1,    0, Hupsel
688,20040522,    0,    0, Hupsel
688,20040523,    5,    0, Hupsel
688,20040524,    0,    0, Hupsel
688,20040525,    0,    0, Hupsel
688,20040526,    4,    0, Hupsel
688,20040527,    0,    0, Hupsel
688,20040528,    0,    0, Hupsel
688,20040529,    0,    0, Hupsel
688,20040530,    0,    0, Hupsel
688,20040531,  201,    0, Hupsel
688,20040601,   61,    0, Hupsel
688,20040602,    0,    0, Hupsel
688,20040603,  163,    0, Hupsel
688,20040604,   19,    0, Hupsel
688,20040605,   18,    0, Hupsel
688,20040606,    0,    0, Hupsel
688,20040607,    0,    0, Hupsel
688,20040608,    0,    0, Hupsel
688,20040609,    0,    0, Hupsel
688,20040610,    0,    0, Hupsel
688,20040611,    5,    0, Hupsel
688,20040612,   18,    0, Hupsel
688,20040613,  116,    0, Hupsel
688,20040614,    0,    0, Hupsel
688,20040615,    0,    0, Hupsel
688,20040616,    0,    0, Hupsel
688,20040617,    0,    0, Hupsel
688,20040618,    4,    0, Hupsel
688,20040619,   13,    0, Hupsel
688,20040620,   37,    0, Hupsel
688,20040621,    1,    0, Hupsel
688,20040622,   17,    0, Hupsel
688,20040623,   30,    0, Hupsel
688,20040624,   54,    0, Hupsel
688,20040625,   33,    0, Hupsel
688,20040626,   45,    0, Hupsel
688,20040627,   17,    0, Hupsel
688,20040628,    0,    0, Hupsel
688,20040629,    0,    0, Hupsel
688,20040630,    0,    0, Hupsel
688,20040701,    1,    0, Hupsel
688,20040702,   34,    0, Hupsel
688,20040703,   54,    0, Hupsel
688,20040704,   72,    0, Hupsel
688,20040705,   62,    0, Hupsel
688,20040706,    4,    0, Hupsel
688,20040707,    0,    0, Hupsel
688,20040708,   34,    0, Hupsel
688,20040709,   54,    0, Hupsel
688,20040710,  141,    0, Hupsel
688,20040711,    2,    0, Hupsel
688,20040712,  104,    0, Hupsel
688,20040713,    0,    0, Hupsel
688,20040714,    1,    0, Hupsel
688,20040715,   89,    0, Hupsel
688,20040716,    1,    0, Hupsel
688,20040717,    0,    0, Hupsel
688,20040718,  216,    0, Hupsel
688,20040719,   46,    0, Hupsel
688,20040720,    4,    0, Hupsel
688,20040721,   99,    0, Hupsel
688,20040722,   14,    0, Hupsel
688,20040723,    1,    0, Hupsel
688,20040724,    0,    0, Hupsel
688,20040725,    0,    0, Hupsel
688,20040726,   31,    0, Hupsel
688,20040727,    1,    0, Hupsel
688,20040728,    0,    0, Hupsel
688,20040729,    0,    0, Hupsel
688,20040730,    0,    0, Hupsel
688,20040731,    0,    0, Hupsel
688,20040801,    0,    0, Hupsel
688,20040802,    0,    0, Hupsel
688,20040803,    0,    0, Hupsel
688,20040804,    0,    0, Hupsel
688,20040805,    0,    0, Hupsel
688,20040806,    0,    0, Hupsel
688,20040807,    0,    0, Hupsel
688,20040808,    0,    0, Hupsel
688,20040809,    0,    0, Hupsel
688,20040810,    0,    0, Hupsel
688,20040811,  228,    0, Hupsel
688,20040812,    2,    0, Hupsel
688,20040813,  255,    0, Hupsel
688,20040814,   75,    0, Hupsel
688,20040815,    0,    0, Hupsel
688,20040816,    7,    0, Hupsel
688,20040817,    1,    0, Hupsel
688,20040818,    0,    0, Hupsel
688,20040819,  216,    0, Hupsel
688,20040820,    1,    0, Hupsel
688,20040821,   17,    0, Hupsel
688,20040822,   18,    0, Hupsel
688,20040823,    2,    0, Hupsel
688,20040824,    2,    0, Hupsel
688,20040825,   36,    0, Hupsel
688,20040826,   45,    0, Hupsel
688,20040827,   43,    0, Hupsel
688,20040828,  111,    0, Hupsel
688,20040829,    5,    0, Hupsel
688,20040830,   34,    0, Hupsel
688,20040831,   79,    0, Hupsel
688,20040901,   11,    0, Hupsel
688,20040902,    0,    0, Hupsel
688,20040903,    0,    0, Hupsel
688,20040904,    0,    0, Hupsel
688,20040905,    0,    0, Hupsel
688,20040906,    0,    0, Hupsel
688,20040907,    0,    0, Hupsel
688,20040908,    0,    0, Hupsel
688,20040909,    0,    0, Hupsel
688,20040910,    0,    0, Hupsel
688,20040911,    2,    0, Hupsel
688,20040912,    1,    0, Hupsel
688,20040913,    0,    0, Hupsel
688,20040914,   61,    0, Hupsel
688,20040915,    0,    0, Hupsel
688,20040916,   24,    0, Hupsel
688,20040917,    0,    0, Hupsel
688,20040918,    0,    0, Hupsel
688,20040919,   78,    0, Hupsel
688,20040920,    0,    0, Hupsel
688,20040921,  101,    0, Hupsel
688,20040922,   59,    0, Hupsel
688,20040923,   79,    0, Hupsel
688,20040924,   57,    0, Hupsel
688,20040925,   74,    0, Hupsel
688,20040926,    9,    0, Hupsel
688,20040927,   13,    0, Hupsel
688,20040928,    3,    0, Hupsel
688,20040929,   39,    0, Hupsel
688,20040930,    4,    0, Hupsel
688,20041001,   15,    0, Hupsel
688,20041002,    5,    0, Hupsel
688,20041003,    0,    0, Hupsel
688,20041004,    0,    0, Hupsel
688,20041005,    0,    0, Hupsel
688,20041006,    0,    0, Hupsel
688,20041007,    3,    0, Hupsel
688,20041008,    0,    0, Hupsel
688,20041009,    1,    0, Hupsel
688,20041010,    0,    0, Hupsel
688,20041011,    0,    0, Hupsel
688,20041012,    0,    0, Hupsel
688,20041013,    0,    0, Hupsel
688,20041014,    0,    0, Hupsel
688,20041015,    5,    0, Hupsel
688,20041016,   51,    0, Hupsel
688,20041017,   16,    0, Hupsel
688,20041018,    5,    0, Hupsel
688,20041019,    1,    0, Hupsel
688,20041020,    0,    0, Hupsel
688,20041021,  144,    0, Hupsel
688,20041022,    0,    0, Hupsel
688,20041023,   22,    0, Hupsel
688,20041024,    4,    0, Hupsel
688,20041025,    1,    0, Hupsel
688,20041026,    0,    0, Hupsel
688,20041027,    0,    0, Hupsel
688,20041028,   14,    0, Hupsel
688,20041029,    1,    0, Hupsel
688,20041030,   61,    0, Hupsel
688,20041031,    0,    0, Hupsel
688,20041101,    0,    0, Hupsel
688,20041102,    1,    0, Hupsel
688,20041103,    0,    0, Hupsel
688,20041104,    1,    0, Hupsel
688,20041105,    1,    0, Hupsel
688,20041106,   34,    0, Hupsel
688,20041107,   39,    0, Hupsel
688,20041108,    0,    0, Hupsel
688,20041109,    0,    0, Hupsel
688,20041110,  177,    0, Hupsel
688,20041111,   13,    0, Hupsel
688,20041112,    1,    0, Hupsel
688,20041113,   35,    0, Hupsel
688,20041114,    2,    0, Hupsel
688,20041115,    0,    0, Hupsel
688,20041116,    1,    0, Hupsel
688,20041117,    6,    0, Hupsel
688,20041118,   51,    0, Hupsel
688,20041119,  236,    0, Hupsel
688,20041120,   38,    0, Hupsel
688,20041121,   31,    0, Hupsel
688,20041122,   17,    0, Hupsel
688,20041123,   37,    0, Hupsel
688,20041124,    1,    0, Hupsel
688,20041125,    0,    0, Hupsel
688,20041126,    0,    0, Hupsel
688,20041127,   22,    0, Hupsel
688,20041128,    6,    0, Hupsel
688,20041129,   59,    0, Hupsel
688,20041130,    0,    0, Hupsel
688,20041201,    0,    0, Hupsel
688,20041202,   54,    0, Hupsel
688,20041203,    1,    0, Hupsel
688,20041204,    0,    0, Hupsel
688,20041205,   13,    0, Hupsel
688,20041206,    1,    0, Hupsel
688,20041207,    0,    0, Hupsel
688,20041208,    2,    0, Hupsel
688,20041209,    0,    0, Hupsel
688,20041210,    0,    0, Hupsel
688,20041211,    1,    0, Hupsel
688,20041212,    0,    0, Hupsel
688,20041213,    0,    0, Hupsel
688,20041214,    0,    0, Hupsel
688,20041215,    0,    0, Hupsel
688,20041216,    1,    0, Hupsel
688,20041217,   29,    0, Hupsel
688,20041218,   86,    0, Hupsel
688,20041219,   71,    0, Hupsel
688,20041220,    0,    0, Hupsel
688,20041221,    0,    0, Hupsel
688,20041222,    1,    0, Hupsel
688,20041223,   45,    0, Hupsel
688,20041224,    0,    0, Hupsel
688,20041225,  174,    0, Hupsel
688,20041226,    0,    0, Hupsel
688,20041227,    0,    0, Hupsel
688,20041228,    1,    0, Hupsel
688,20041229,   74,    1, Hupsel
688,20041230,    0,    0, Hupsel
688,20041231,    8,    0, Hupsel
688,20050101,   14,    0, Hupsel
688,20050102,   22,    0, Hupsel
688,20050103,    0,    0, Hupsel
688,20050104,    0,    0, Hupsel
688,20050105,   20,    0, Hupsel
688,20050106,   37,    0, Hupsel
688,20050107,    0,    0, Hupsel
688,20050108,    0,    0, Hupsel
688,20050109,    2,    0, Hupsel
688,20050110,    0,    0, Hupsel
688,20050111,   30,    0, Hupsel
688,20050112,    7,    0, Hupsel
688,20050113,    2,    0, Hupsel
688,20050114,    1,    0, Hupsel
688,20050115,    0,    0, Hupsel
688,20050116,    0,    0, Hupsel
688,20050117,    0,    0, Hupsel
688,20050118,  120,    0, Hupsel
688,20050119,   36,    0, Hupsel
688,20050120,    3,    0, Hupsel
688,20050121,   95,    0, Hupsel
688,20050122,   55,    0, Hupsel
688,20050123,    1,    0, Hupsel
688,20050124,   61,    4, Hupsel
688,20050125,    0,    3, Hupsel
688,20050126,    0,    2, Hupsel
688,20050127,    0,  998, Hupsel
688,20050128,    0,  998, Hupsel
688,20050129,    0,  998, Hupsel
688,20050130,    6,    0, Hupsel
688,20050131,   34,    0, Hupsel
688,20050201,   39,    0, Hupsel
688,20050202,    4,    0, Hupsel
688,20050203,   46,    0, Hupsel
688,20050204,    2,    0, Hupsel
688,20050205,    0,    0, Hupsel
688,20050206,    0,    0, Hupsel
688,20050207,    0,    0, Hupsel
688,20050208,    0,    0, Hupsel
688,20050209,    0,    0, Hupsel
688,20050210,   41,    0, Hupsel
688,20050211,   64,    0, Hupsel
688,20050212,   92,    0, Hupsel
688,20050213,  144,    0, Hupsel
688,20050214,   35,    0, Hupsel
688,20050215,   32,    0, Hupsel
688,20050216,    3,    0, Hupsel
688,20050217,    0,    0, Hupsel
688,20050218,    0,    0, Hupsel
688,20050219,   36,    0, Hupsel
688,20050220,   17,    0, Hupsel
688,20050221,   41,    2, Hupsel
688,20050222,    1,    0, Hupsel
688,20050223,    2,  997, Hupsel
688,20050224,   36,    1, Hupsel
688,20050225,    1,    0, Hupsel
688,20050226,    1,    0, Hupsel
688,20050227,    1,    0, Hupsel
688,20050228,    0,    0, Hupsel
688,20050301,    1,    0, Hupsel
688,20050302,    2,  998, Hupsel
688,20050303,   67,    7, Hupsel
688,20050304,    0,    6, Hupsel
688,20050305,    2,    5, Hupsel
688,20050306,    0,    4, Hupsel
688,20050307,   12,    2, Hupsel
688,20050308,   16,    0, Hupsel
688,20050309,   22,    0, Hupsel
688,20050310,    1,    0, Hupsel
688,20050311,    2,    0, Hupsel
688,20050312,   87,    0, Hupsel
688,20050313,   78,    0, Hupsel
688,20050314,    2,    0, Hupsel
688,20050315,    0,    0, Hupsel
688,20050316,    0,    0, Hupsel
688,20050317,   11,    0, Hupsel
688,20050318,    2,    0, Hupsel
688,20050319,    4,    0, Hupsel
688,20050320,    5,    0, Hupsel
688,20050321,    0,    0, Hupsel
688,20050322,    0,    0, Hupsel
688,20050323,   11,    0, Hupsel
688,20050324,    0,    0, Hupsel
688,20050325,   64,    0, Hupsel
688,20050326,    0,    0, Hupsel
688,20050327,    0,    0, Hupsel
688,20050328,   39,    0, Hupsel
688,20050329,   92,    0, Hupsel
688,20050330,    0,    0, Hupsel
688,20050331,    0,    0, Hupsel
688,20050401,    0,    0, Hupsel
688,20050402,    0,    0, Hupsel
688,20050403,    0,    0, Hupsel
688,20050404,    0,    0, Hupsel
688,20050405,   35,    0, Hupsel
688,20050406,    0,    0, Hupsel
688,20050407,   18,    0, Hupsel
688,20050408,   79,    0, Hupsel
688,20050409,   37,    0, Hupsel
688,20050410,   37,    0, Hupsel
688,20050411,   30,    0, Hupsel
688,20050412,    0,    0, Hupsel
688,20050413,    0,    0, Hupsel
688,20050414,   16,    0, Hupsel
688,20050415,    0,    0, Hupsel
688,20050416,   52,    0, Hupsel
688,20050417,    0,    0, Hupsel
688,20050418,    1,    0, Hupsel
688,20050419,    0,    0, Hupsel
688,20050420,  272,    0, Hupsel
688,20050421,    0,    0, Hupsel
688,20050422,    0,    0, Hupsel
688,20050423,    0,    0, Hupsel
688,20050424,    0,    0, Hupsel
688,20050425,    0,    0, Hupsel
688,20050426,    0,    0, Hupsel
688,20050427,  284,    0, Hupsel
688,20050428,    1,    0, Hupsel
688,20050429,   76,    0, Hupsel
688,20050430,    0,    0, Hupsel
688,20050501,    0,    0, Hupsel
688,20050502,    1,    0, Hupsel
688,20050503,   18,    0, Hupsel
688,20050504,   99,    0, Hupsel
688,20050505,   78,    0, Hupsel
688,20050506,   30,    0, Hupsel
688,20050507,   33,    0, Hupsel
688,20050508,   96,    0, Hupsel
688,20050509,   38,    0, Hupsel
688,20050510,   45,    0, Hupsel
688,20050511,    6,    0, Hupsel
688,20050512,    0,    0, Hupsel
688,20050513,    0,    0, Hupsel
688,20050514,    0,    0, Hupsel
688,20050515,    2,    0, Hupsel
688,20050516,    0,    0, Hupsel
688,20050517,   42,    0, Hupsel
688,20050518,    0,    0, Hupsel
688,20050519,    0,    0, Hupsel
688,20050520,   12,    0, Hupsel
688,20050521,  110,    0, Hupsel
688,20050522,    0,    0, Hupsel
688,20050523,    0,    0, Hupsel
688,20050524,    0,    0, Hupsel
688,20050525,    0,    0, Hupsel
688,20050526,    0,    0, Hupsel
688,20050527,    0,    0, Hupsel
688,20050528,    0,    0, Hupsel
688,20050529,    0,    0, Hupsel
688,20050530,   76,    0, Hupsel
688,20050531,   47,    0, Hupsel
688,20050601,   72,    0, Hupsel
688,20050602,    3,    0, Hupsel
688,20050603,    0,    0, Hupsel
688,20050604,   88,    0, Hupsel
688,20050605,   20,    0, Hupsel
688,20050606,   68,    0, Hupsel
688,20050607,    0,    0, Hupsel
688,20050608,    0,    0, Hupsel
688,20050609,    0,    0, Hupsel
688,20050610,    0,    0, Hupsel
688,20050611,    6,    0, Hupsel
688,20050612,    3,    0, Hupsel
688,20050613,  116,    0, Hupsel
688,20050614,    0,    0, Hupsel
688,20050615,    0,    0, Hupsel
688,20050616,    0,    0, Hupsel
688,20050617,    0,    0, Hupsel
688,20050618,    0,    0, Hupsel
688,20050619,    0,    0, Hupsel
688,20050620,    0,    0, Hupsel
688,20050621,    0,    0, Hupsel
688,20050622,    0,    0, Hupsel
688,20050623,    0,    0, Hupsel
688,20050624,    0,    0, Hupsel
688,20050625,   79,    0, Hupsel
688,20050626,   34,    0, Hupsel
688,20050627,    0,    0, Hupsel
688,20050628,    0,    0, Hupsel
688,20050629,    0,    0, Hupsel
688,20050630,   71,    0, Hupsel
688,20050701,  178,    0, Hupsel
688,20050702,   17,    0, Hupsel
688,20050703,    0,    0, Hupsel
688,20050704,    0,    0, Hupsel
688,20050705,  174,    0, Hupsel
688,20050706,    0,    0, Hupsel
688,20050707,   97,    0, Hupsel
688,20050708,   65,    0, Hupsel
688,20050709,   88,    0, Hupsel
688,20050710,    0,    0, Hupsel
688,20050711,    0,    0, Hupsel
688,20050712,    0,    0, Hupsel
688,20050713,    0,    0, Hupsel
688,20050714,    0,    0, Hupsel
688,20050715,    0,    0, Hupsel
688,20050716,    0,    0, Hupsel
688,20050717,    0,    0, Hupsel
688,20050718,    0,    0, Hupsel
688,20050719,    0,    0, Hupsel
688,20050720,    0,    0, Hupsel
688,20050721,    6,    0, Hupsel
688,20050722,   69,    0, Hupsel
688,20050723,   25,    0, Hupsel
688,20050724,    1,    0, Hupsel
688,20050725,   64,    0, Hupsel
688,20050726,   94,    0, Hupsel
688,20050727,    9,    0, Hupsel
688,20050728,   54,    0, Hupsel
688,20050729,    5,    0, Hupsel
688,20050730,  301,    0, Hupsel
688,20050731,   54,    0, Hupsel
688,20050801,   18,    0, Hupsel
688,20050802,    0,    0, Hupsel
688,20050803,    0,    0, Hupsel
688,20050804,   79,    0, Hupsel
688,20050805,    5,    0, Hupsel
688,20050806,   70,    0, Hupsel
688,20050807,   39,    0, Hupsel
688,20050808,   99,    0, Hupsel
688,20050809,    2,    0, Hupsel
688,20050810,   20,    0, Hupsel
688,20050811,    2,    0, Hupsel
688,20050812,   72,    0, Hupsel
688,20050813,  182,    0, Hupsel
688,20050814,   95,    0, Hupsel
688,20050815,   86,    0, Hupsel
688,20050816,    0,    0, Hupsel
688,20050817,    0,    0, Hupsel
688,20050818,    0,    0, Hupsel
688,20050819,    0,    0, Hupsel
688,20050820,   39,    0, Hupsel
688,20050821,    0,    0, Hupsel
688,20050822,    0,    0, Hupsel
688,20050823,    0,    0, Hupsel
688,20050824,    6,    0, Hupsel
688,20050825,   61,    0, Hupsel
688,20050826,  146,    0, Hupsel
688,20050827,    6,    0, Hupsel
688,20050828,    0,    0, Hupsel
688,20050829,    0,    0, Hupsel
688,20050830,    0,    0, Hupsel
688,20050831,    0,    0, Hupsel
688,20050901,    0,    0, Hupsel
688,20050902,    2,    0, Hupsel
688,20050903,    0,    0, Hupsel
688,20050904,    0,    0, Hupsel
688,20050905,    0,    0, Hupsel
688,20050906,    0,    0, Hupsel
688,20050907,    0,    0, Hupsel
688,20050908,    0,    0, Hupsel
688,20050909,    0,    0, Hupsel
688,20050910,   99,    0, Hupsel
688,20050911,    1,    0, Hupsel
688,20050912,    0,    0, Hupsel
688,20050913,    0,    0, Hupsel
688,20050914,    0,    0, Hupsel
688,20050915,   12,    0, Hupsel
688,20050916,  248,    0, Hupsel
688,20050917,    5,    0, Hupsel
688,20050918,    0,    0, Hupsel
688,20050919,    0,    0, Hupsel
688,20050920,    0,    0, Hupsel
688,20050921,    0,    0, Hupsel
688,20050922,    0,    0, Hupsel
688,20050923,    0,    0, Hupsel
688,20050924,    0,    0, Hupsel
688,20050925,   22,    0, Hupsel
688,20050926,   44,    0, Hupsel
688,20050927,    3,    0, Hupsel
688,20050928,   23,    0, Hupsel
688,20050929,   48,    0, Hupsel
688,20050930,   21,    0, Hupsel
688,20051001,   79,    0, Hupsel
688,20051002,   13,    0, Hupsel
688,20051003,    2,    0, Hupsel
688,20051004,    0,    0, Hupsel
688,20051005,    0,    0, Hupsel
688,20051006,    0,    0, Hupsel
688,20051007,    0,    0, Hupsel
