1 0 0.081
2 0 0.07335
3 0 0.06678
4 0 0.06075
5 0 0.05067
6 0 0.05301
7 0 0.05085
8 0 0.05382
9 0 0.04896
10 0 0.0477
11 0 0.04239
12 0 0.03915
13 0 0.03636
14 0 0.03483
15 0 0.03222
16 0 0.02853
17 0 0.02907
18 0.5925 0.0342
19 0 0.12636
20 0 0.10593
21 0 0.08964
22 0 0.07479
23 0 0.06885
24 0 0.07011
25 0 0.06399
26 0 0.05328
27 0 0.05076
28 0 0.04572
29 0 0.0387
30 0.2238 0.03915
31 0.2039 0.0765
32 0 0.06795
33 0 0.04563
34 0 0.04041
35 0 0.03618
36 0 0.03303
37 0 0.03105
38 0 0.02817
39 0 0.02421
40 0 0.02025
41 0 0.01746
42 0 0.01665
43 0 0.01422
44 0 0.01485
45 0 0.01422
46 0 0.01323
47 0.226 0.01422
48 0 0.0288
49 0 0.02736
50 0 0.02358
51 0 0.02169
52 0.1553 0.02277
53 0.0033 0.07056
54 0 0.03231
55 0 0.02907
56 0 0.02511
57 0 0.02421
58 0 0.02223
59 0 0.02169
60 0 0.01917
61 0 0.01647
62 0 0.01503
63 0 0.01404
64 0 0.01278
65 0 0.01026
66 0 0.01071
67 0 0.01008
68 0 0.00918
69 0 0.00801
70 0 0.01215
71 0 0.01314
72 0.5327 0.01638
73 0.0761 0.09864
74 0.1191 0.09936
75 0.4644 0.1098
76 0.0323 0.198
77 0.2179 0.17172
78 0.2712 0.18297
79 0.1924 0.14022
80 0.4416 0.1395
81 1e-04 0.18945
82 0 0.13266
83 0 0.11565
84 0 0.10161
85 0 0.0774
86 0 0.06966
87 0 0.0585
88 0 0.05319
89 0 0.05229
90 0 0.04158
91 0 0.04014
92 0 0.036
93 0 0.03474
94 0 0.0315
95 0 0.02952
96 0.0181 0.02898
97 0 0.02673
98 0 0.02493
99 0 0.02313
100 0 0.04059
101 0 0.01935
102 0 0.018
103 0 0.0189
104 0 0.01548
105 0 0.01431
106 0 0.0117
107 0 0.01098
108 0.0403 0.01044
109 0.2314 0.01314
110 0 0.02988
111 0 0.0252
112 0 0.02043
113 0.2275 0.0216
114 0 0.03807
115 0 0.03591
116 0 0.03195
117 0 0.02925
118 0 0.02808
119 0 0.02727
120 0 0.02232
121 0 0.02007
122 0 0.01863
123 0.0198 0.0153
124 0.4507 0.01647
125 0.2362 0.05346
126 0.2458 0.06282
127 0.0757 0.07614
128 0.1074 0.06822
129 0.162 0.07812
130 0.2465 0.07767
131 0 0.09729
132 0 0.08955
133 0 0.07749
134 0 0.06822
135 0.1247 0.06507
136 0.1463 0.06687
137 0.9705 0.08388
138 0.2278 0.20844
139 0 0.19872
140 0 0.17217
141 0 0.22482
142 0 0.16722
143 0 0.14229
144 0 0.1359
145 0 0.11331
146 0 0.09486
147 0.1259 0.081
148 0.4306 0.0882
149 0.1991 0.14778
150 0.1304 0.10638
151 0 0.10809
152 0 0.0882
153 0 0.07497
154 0 0.0594
155 0 0.05076
156 0 0.04527
157 0 0.04122
158 0 0.03825
159 0 0.03564
160 0 0.03042
161 0 0.02655
162 0 0.02421
163 0 0.02205
164 0 0.0234
165 0 0.0216
166 0 0.018
167 0 0.01656
168 0 0.01458
169 0.533 0.01719
170 0.0662 0.05967
171 0.0957 0.12411
172 0.0806 0.05994
173 0 0.06939
174 0 0.06408
175 0 0.05553
176 0.2167 0.0486
177 0 0.06606
178 0 0.0576
179 0.0148 0.05355
180 0.2114 0.0558
181 0.2546 0.07551
182 0.0623 0.08037
183 0.1857 0.07803
184 0.0397 0.08532
185 0.203 0.0801
186 0.6642 0.08325
187 0 0.14355
188 0 0.13743
189 0 0.10611
190 0 0.099
191 0 0.07956
192 0 0.06732
193 0 0.05616
194 0 0.04689
195 0 0.04464
196 0.2156 0.0423
197 0 0.06012
198 0 0.04968
199 0 0.0342
200 0 0.02862
201 0 0.02547
202 0 0.02232
203 0 0.02115
204 0 0.0207
205 0 0.01836
206 0 0.01701
207 0 0.01674
208 0 0.01494
209 0 0.01368
210 0 0.01233
211 0.0368 0.0126
212 0.2841 0.01494
213 0.3113 0.03573
214 0.1218 0.05922
215 0.182 0.06867
216 0.2425 0.07578
217 0 0.08109
218 0 0.06966
219 0 0.04842
220 0 0.04212
221 0 0.03933
222 0.0896 0.03492
223 0.1562 0.04014
224 0 0.04824
225 0 0.04221
226 0 0.03762
227 0 0.03258
228 0.2733 0.02988
229 0.0262 0.04545
230 0 0.04032
231 0 0.0315
232 0 0.02952
233 0 0.02691
234 0 0.02592
235 0 0.02385
236 0.0918 0.02367
237 0 0.02178
238 0 0.0198
