239 0 0.01809
240 0 0.01548
241 0.1822 0.01701
242 0.2539 0.02385
243 0.1195 0.03537
244 0.3152 0.04113
245 0.1649 0.05076
246 0 0.05418
247 0 0.05067
248 0 0.04374
249 0 0.04032
250 0 0.06045
251 0 0.0606
252 0.4134 0.05805
253 0.1093 0.1032
254 0.2783 0.10485
255 0.2597 0.12645
256 0.0221 0.14505
257 0.2367 0.13005
258 0 0.1419
259 0 0.12615
260 0 0.10155
261 0 0.08685
262 0 0.07035
263 0 0.06195
264 0 0.08745
265 0 0.0822
266 0 0.07275
267 0 0.06315
268 0 0.06135
269 0 0.0585
270 0 0.0507
271 0.2247 0.05115
272 0.3822 0.08235
273 0.37 0.1593
274 0 0.23085
275 0.0021 0.19545
276 0.1141 0.16215
277 6e-04 0.1767
278 0 0.15
279 0 0.12315
280 0 0.1089
281 0 0.09
282 0 0.0804
283 0 0.07665
284 0 0.0648
285 0 0.05655
286 0 0.04815
287 0 0.04065
288 0 0.0354
289 0.0312 0.0369
290 0.1029 0.0366
291 0 0.04755
292 0 0.0348
293 0.3651 0.0342
294 0.3438 0.0729
295 0 0.1203
296 0.6245 0.114
297 0.0313 0.18465
298 0 0.1545
299 0.1053 0.1242
300 0.1643 0.13065
301 0.1564 0.11323
302 0 0.11505
303 0 0.10738
304 0 0.08346
305 0 0.06877
306 0 0.05447
307 0 0.04303
308 0 0.03731
309 0.1504 0.0364
310 0 0.04329
311 0 0.03913
312 0 0.03666
313 0 0.03653
314 0 0.03276
315 0 0.0299
316 0 0.02717
317 0 0.02457
318 0 0.02171
319 0 0.02067
320 0.4692 0.0221
321 0.1821 0.06643
322 0 0.0819
323 0 0.06643
324 0 0.05954
325 0 0.05681
326 0 0.04966
327 0 0.04199
328 0 0.03848
329 0 0.04082
330 0 0.0364
331 0 0.03211
332 0 0.03198
333 0 0.02613
334 0 0.02457
335 0 0.02405
336 0 0.0221
337 0 0.01794
338 0 0.01794
339 0 0.01677
340 0 0.01729
341 0 0.01651
342 0 0.01508
343 0 0.01248
344 0 0.01261
345 0.8048 0.01547
346 0.0494 0.09438
347 0.2986 0.09399
348 0 0.11804
349 0 0.10504
350 0 0.09282
351 0 0.07488
352 0 0.06448
353 0 0.05954
354 0 0.0546
355 0 0.0442
356 0 0.03809
357 0 0.03172
358 0 0.02756
359 0 0.02223
360 0 0.01976
361 0 0.01859
362 0 0.01547
363 0 0.01326
364 0 0.01105
365 0 0.01014
366 0 0.0091
367 0 0.00923
368 0 0.00845
369 0 0.00845
370 0 0.00728
371 0.1028 0.00624
372 0 0.0091
373 0 0.00832
374 0 0.00741
375 0 0.00637
376 0 0.01534
377 0 0.01456
378 0 0.01391
379 0 0.01144
380 0 0.01144
381 0 0.00975
382 0 0.01001
383 0 0.00884
384 0 0.00845
385 0 0.00819
386 0 0.00793
387 0 0.00715
388 0 0.00689
389 0 0.00676
390 0.5893 0.01092
391 0.2012 0.08216
392 0 0.10842
393 0.2647 0.10023
394 0.1163 0.13117
395 0.4706 0.14183
396 0 0.21463
397 0 0.17069
398 0 0.12597
399 0 0.10374
400 0.412 0.09048
401 0.664 0.15275
402 0.0101 0.26624
403 0.05 0.23582
404 0 0.21177
405 0 0.17303
406 0 0.15873
407 0 0.12948
408 0 0.0897
409 0 0.0767
410 0 0.07007
411 0 0.06032
412 0 0.0507
413 0 0.04186
414 0 0.03939
415 0 0.03484
416 0 0.0312
417 0 0.02925
418 0 0.02639
419 0 0.02535
420 0 0.02262
421 0 0.02106
422 0 0.0182
423 0 0.01651
424 0 0.0156
425 0 0.01547
426 0 0.01365
427 0 0.01378
428 0 0.01274
429 0 0.01209
430 0 0.01092
431 0 0.0104
432 0 0.01066
433 0 0.01001
434 0 0.00988
435 0 0.00975
436 0 0.00897
437 0 0.00871
438 0 0.00819
439 0 0.00767
440 0 0.00767
441 0 0.00728
442 0 0.0078
443 0 0.00676
444 0 0.00624
445 0 0.00546
446 0 0.0052
447 0 0.00455
448 0 0.00429
449 0 0.00403
450 0 0.00364
451 0 0.0039
452 0 0.00338
453 0 0.00325
454 0 0.00312
455 0 0.00299
456 0 0.00286
457 0 0.0026
458 0 0.00247
459 0 0.0026
460 0 0.00247
461 0 0.00247
462 0 0.00234
463 0 0.00208
464 0 0.00221
465 0 0.00221
466 0 0.00208
467 0 0.00195
468 0 0.00182
469 0 0.00169
470 0 0.00182
471 0 0.00195
472 0 0.00195
473 0 0.00182
474 0 0.00182
475 0 0.00182
476 0 0.00156
477 0 0.00156
478 0 0.00156
479 0 0.00143
480 0 0.0013
481 0 0.0013
482 0 0.00117
483 0 0.0013
484 0 0.0013
485 0 0.00117
486 0 0.00117
487 0 0.00117
488 0 0.00104
489 0 0.00091
490 0 0.00078
491 0 0.00091
492 0 0.00091
493 0 0.00078
494 0 0.00078
495 0 0.05967
496 0 0.0299
497 0 0.01859
498 0 0.00065
499 0 0.00065
500 0 0.00065
